Start	End	ConsistencyIndex	Counts	MinimumNumberChangesOnTree
251926	251927	0.5	357:30	2
251950	251951	0.3333333333333333	343:44	3
251977	251978	0.25	333:54	4
252055	252056	0.25	237:150	4
252111	252112	0.5	350:37	2
252126	252127	0.5	369:18	2
252171	252172	0.125	306:81	8
252198	252199	0.5	368:19	2
252210	252211	0.2	331:56	5
252322	252323	0.5	379:8	2
252326	252327	0.5	374:13	2
252330	252331	0.16666666666666666	292:95	6
252346	252347	0.2	318:69	5
252399	252400	0.3333333333333333	361:26	3
252420	252421	0.2	295:92	5
252429	252430	0.25	297:90	4
252460	252461	0.3333333333333333	360:27	3
252540	252541	0.16666666666666666	254:133	6
252630	252631	0.3333333333333333	327:60	3
252738	252739	0.5	349:38	2
252762	252763	0.5	163:224	2
252861	252862	0.3333333333333333	207:180	3
252882	252883	0.3333333333333333	207:180	3
252906	252907	0.3333333333333333	207:180	3
252913	252914	0.5	163:224	2
252930	252931	0.3333333333333333	203:184	3
252933	252934	0.3333333333333333	347:40	3
252951	252952	0.5	244:143	2
252960	252961	0.5	163:224	2
252981	252982	0.3333333333333333	241:146	3
253053	253054	0.5	163:224	2
253161	253162	0.5	244:143	2
253179	253180	0.5	379:8	2
253248	253249	0.25	254:133	4
253396	253397	0.5	359:28	2
253397	253398	0.25	369:18	4
253612	253613	0.3333333333333333	339:48	3
253759	253760	0.3333333333333333	340:47	3
253789	253790	0.25	177:210	4
253804	253805	0.25	191:196	4
253807	253808	0.5	359:28	2
253891	253892	0.3333333333333333	177:210	3
253912	253913	0.5	380:7	2
253924	253925	0.5	365:22	2
253939	253940	0.5	163:224	2
253975	253976	0.25	335:52	4
254155	254156	0.2	172:215	5
254204	254205	0.06666666666666667	184:203	15
254209	254210	0.058823529411764705	253:134	17
254213	254214	0.14285714285714285	357:30	7
254219	254220	0.05263157894736842	257:130	19
254221	254222	0.2	354:33	5
254354	254355	0.05555555555555555	227:160	18
254432	254433	0.5	375:12	2
254462	254463	0.25	335:52	4
254497	254498	0.3333333333333333	208:179	3
254503	254504	0.5	374:13	2
254517	254518	0.5	210:177	2
254567	254568	0.5	380:7	2
254640	254641	0.25	328:59	4
254646	254647	0.3333333333333333	339:48	3
254754	254755	0.16666666666666666	305:82	6
254779	254780	0.25	223:164	4
254808	254809	0.5	210:177	2
254817	254818	0.5	210:177	2
254835	254836	0.25	190:197	4
254847	254848	0.25	336:51	4
254856	254857	0.25	336:51	4
254868	254869	0.3333333333333333	168:219	3
254875	254876	0.3333333333333333	346:41	3
254886	254887	0.25	343:44	4
254901	254902	0.3333333333333333	346:41	3
254913	254914	0.3333333333333333	346:41	3
254919	254920	0.3333333333333333	346:41	3
254925	254926	0.3333333333333333	346:41	3
254961	254962	0.16666666666666666	298:89	6
255003	255004	0.5	349:38	2
255010	255011	0.25	252:135	4
255063	255064	0.25	314:73	4
255075	255076	0.2	262:125	5
255093	255094	0.3333333333333333	204:183	3
255174	255175	0.3333333333333333	283:104	3
255183	255184	0.5	352:35	2
255195	255196	0.5	163:224	2
255222	255223	0.25	250:137	4
255228	255229	0.3333333333333333	283:104	3
255431	255432	0.5	78:309	2
255510	255511	0.2	331:56	5
255556	255557	0.5	83:304	2
255564	255565	0.5	349:38	2
255594	255595	0.3333333333333333	369:18	3
255633	255634	0.16666666666666666	297:90	6
255693	255694	0.3333333333333333	253:134	3
255723	255724	0.5	163:224	2
255732	255733	0.3333333333333333	345:42	3
255738	255739	0.3333333333333333	345:42	3
255747	255748	0.2	261:126	5
255768	255769	0.25	221:166	4
255789	255790	0.5	165:222	2
255817	255818	0.16666666666666666	189:198	6
255818	255819	0.3333333333333333	368:19	3
255819	255820	0.5	380:7	2
255826	255827	0.5	380:7	2
255837	255838	0.125	275:112	8
255849	255850	0.5	349:38	2
255861	255862	0.125	245:142	8
255889	255890	0.2	263:124	5
255897	255898	0.5	372:15	2
255903	255904	0.5	163:224	2
255909	255910	0.16666666666666666	266:121	6
255948	255949	0.2	285:102	5
255954	255955	0.2	289:98	5
255960	255961	0.16666666666666666	246:141	6
255975	255976	0.5	163:224	2
256042	256043	0.2	272:115	5
256140	256141	0.25	338:49	4
256230	256231	0.25	365:22	4
256233	256234	0.3333333333333333	331:56	3
256248	256249	0.25	328:59	4
256266	256267	0.2	232:155	5
256321	256322	0.25	365:22	4
256335	256336	0.25	365:22	4
256340	256341	0.3333333333333333	368:19	3
256410	256411	0.2	285:102	5
256428	256429	0.3333333333333333	196:191	3
256482	256483	0.3333333333333333	330:57	3
256486	256487	0.5	371:16	2
256494	256495	0.3333333333333333	330:57	3
256500	256501	0.3333333333333333	330:57	3
256520	256521	0.16666666666666666	274:113	6
256527	256528	0.16666666666666666	274:113	6
256538	256539	0.3333333333333333	369:18	3
256573	256574	0.5	379:8	2
256611	256612	0.5	163:224	2
256633	256634	0.25	328:59	4
256731	256732	0.125	269:118	8
256806	256807	0.5	371:16	2
256817	256818	0.16666666666666666	227:160	6
256824	256825	0.3333333333333333	355:32	3
256833	256834	0.25	173:214	4
256914	256915	0.2	300:87	5
257073	257074	0.2	332:55	5
257091	257092	0.14285714285714285	261:126	7
257106	257107	0.2	294:93	5
257112	257113	0.25	334:53	4
257118	257119	0.25	343:44	4
257139	257140	0.5	163:224	2
257167	257168	0.25	328:59	4
257184	257185	0.3333333333333333	179:208	3
257286	257287	0.5	366:21	2
257319	257320	0.25	191:196	4
257334	257335	0.5	163:224	2
257388	257389	0.25	188:199	4
257542	257543	0.3333333333333333	168:219	3
257594	257595	0.14285714285714285	284:103	7
257604	257605	0.5	163:224	2
257643	257644	0.5	232:155	2
257644	257645	0.5	353:34	2
257669	257670	0.5	372:15	2
257681	257682	0.2	279:108	5
257683	257684	0.2	343:44	5
257692	257693	0.5	372:15	2
257708	257709	0.25	181:206	4
257716	257717	0.5	379:8	2
257718	257719	0.3333333333333333	365:22	3
257722	257723	0.16666666666666666	189:198	6
257736	257737	0.25	167:220	4
257741	257742	0.25	183:204	4
257746	257747	0.5	372:15	2
257748	257749	0.2	250:137	5
257751	257752	0.3333333333333333	362:25	3
257768	257769	0.16666666666666666	206:181	6
257816	257817	0.5	372:15	2
257817	257818	0.5	321:66	2
257839	257840	0.5	381:6	2
257840	257841	0.5	352:35	2
257865	257866	0.25	196:191	4
257890	257891	0.2	210:177	5
258017	258018	0.5	371:16	2
258458	258459	0.25	345:42	4
258502	258503	0.5	354:33	2
258592	258593	0.3333333333333333	164:223	3
258674	258675	0.5	350:37	2
258701	258702	0.2	301:86	5
258716	258717	0.3333333333333333	235:152	3
258773	258774	0.3333333333333333	289:98	3
258797	258798	0.25	360:27	4
258860	258861	0.5	362:25	2
258914	258915	0.25	206:181	4
258962	258963	0.2	348:39	5
258980	258981	0.5	163:224	2
259073	259074	0.5	381:6	2
259103	259104	0.5	163:224	2
259139	259140	0.5	362:25	2
259151	259152	0.3333333333333333	378:9	3
259196	259197	0.5	380:7	2
259268	259269	0.25	335:52	4
259316	259317	0.16666666666666666	229:158	6
259349	259350	0.5	198:189	2
259535	259536	0.2	230:157	5
259661	259662	0.3333333333333333	249:138	3
259820	259821	0.2	245:142	5
259944	259945	0.5	349:38	2
259997	259998	0.25	245:142	4
260004	260005	0.14285714285714285	268:119	7
260029	260030	0.25	211:176	4
260037	260038	0.25	211:176	4
260061	260062	0.5	379:8	2
260200	260201	0.5	163:224	2
260226	260227	0.3333333333333333	346:41	3
260256	260257	0.5	163:224	2
260274	260275	0.3333333333333333	174:213	3
260300	260301	0.3333333333333333	348:39	3
260328	260329	0.2	265:122	5
260330	260331	0.14285714285714285	336:51	7
260351	260352	0.2	265:122	5
260354	260355	0.16666666666666666	336:51	6
260365	260366	0.3333333333333333	308:79	3
260389	260390	0.3333333333333333	370:17	3
260470	260471	0.16666666666666666	218:169	6
260494	260495	0.5	163:224	2
260650	260651	0.3333333333333333	352:35	3
260656	260657	0.5	363:24	2
260659	260660	0.16666666666666666	318:69	6
260694	260695	0.125	242:145	8
260718	260719	0.25	183:204	4
260803	260804	0.25	355:32	4
260842	260843	0.5	363:24	2
261070	261071	0.16666666666666666	328:59	6
261088	261089	0.3333333333333333	208:179	3
261188	261189	0.2	311:76	5
261317	261318	0.16666666666666666	241:146	6
261380	261381	0.3333333333333333	361:26	3
261431	261432	0.2	346:41	5
261482	261483	0.16666666666666666	293:94	6
261524	261525	0.16666666666666666	293:94	6
261550	261551	0.5	379:8	2
261578	261579	0.5	379:8	2
261698	261699	0.125	282:105	8
261707	261708	0.5	380:7	2
261710	261711	0.3333333333333333	369:18	3
261758	261759	0.25	333:54	4
261845	261846	0.5	363:24	2
261938	261939	0.3333333333333333	170:217	3
261977	261978	0.5	376:11	2
262013	262014	0.5	368:19	2
262022	262023	0.5	376:11	2
262053	262054	0.3333333333333333	358:29	3
262058	262059	0.3333333333333333	358:29	3
262097	262098	0.16666666666666666	224:163	6
262133	262134	0.3333333333333333	334:53	3
262185	262186	0.14285714285714285	315:72	7
262223	262224	0.5	163:224	2
262253	262254	0.5	345:42	2
262392	262393	0.3333333333333333	358:29	3
262409	262410	0.5	363:24	2
262469	262470	0.5	165:222	2
262478	262479	0.5	165:222	2
262490	262491	0.125	232:155	8
262503	262504	0.5	365:22	2
262588	262589	0.5	346:41	2
262589	262590	0.3333333333333333	199:188	3
262637	262638	0.5	380:7	2
262693	262694	0.25	171:216	4
262777	262778	0.3333333333333333	167:220	3
262798	262799	0.5	367:20	2
262846	262847	0.5	379:8	2
262942	262943	0.3333333333333333	355:32	3
262993	262994	0.3333333333333333	371:16	3
262999	263000	0.25	187:200	4
263014	263015	0.25	325:62	4
263059	263060	0.16666666666666666	208:179	6
263064	263065	0.16666666666666666	242:145	6
263113	263114	0.125	282:105	8
263204	263205	0.5	165:222	2
263210	263211	0.5	348:39	2
263236	263237	0.16666666666666666	269:118	6
263266	263267	0.5	165:222	2
263350	263351	0.5	380:7	2
263368	263369	0.1	267:120	10
263389	263390	0.14285714285714285	293:94	7
263406	263407	0.16666666666666666	226:161	6
263413	263414	0.1	248:139	10
263449	263450	0.14285714285714285	259:128	7
263455	263456	0.125	254:133	8
263488	263489	0.25	224:163	4
263554	263555	0.3333333333333333	325:62	3
263577	263578	0.5	165:222	2
263583	263584	0.2	322:65	5
263720	263721	0.5	364:23	2
263759	263760	0.3333333333333333	355:32	3
263761	263762	0.14285714285714285	270:117	7
263780	263781	0.5	364:23	2
263783	263784	0.125	237:150	8
263791	263792	0.125	185:202	8
263800	263801	0.1	177:210	10
263823	263824	0.07692307692307693	185:202	13
263840	263841	0.3333333333333333	369:18	3
263841	263842	0.08333333333333333	254:133	12
263856	263857	0.5	371:16	2
263868	263869	0.08333333333333333	252:135	12
263869	263870	0.3333333333333333	353:34	3
263875	263876	0.5	372:15	2
263899	263900	0.09090909090909091	219:168	11
263980	263981	0.3333333333333333	341:46	3
264002	264003	0.14285714285714285	168:219	7
264050	264051	0.5	372:15	2
264740	264741	0.3333333333333333	166:221	3
264936	264937	0.5	376:11	2
265088	265089	0.2	195:192	5
265304	265305	0.14285714285714285	256:131	7
265346	265347	0.5	163:224	2
265379	265380	0.5	376:11	2
265424	265425	0.3333333333333333	346:41	3
265538	265539	0.25	342:45	4
265547	265548	0.5	376:11	2
265931	265932	0.25	327:60	4
265955	265956	0.2	280:107	5
266093	266094	0.16666666666666666	282:105	6
266165	266166	0.25	169:218	4
266565	266566	0.5	163:224	2
266769	266770	0.25	310:77	4
267003	267004	0.5	163:224	2
267063	267064	0.2	305:82	5
267277	267278	0.16666666666666666	318:69	6
267318	267319	0.5	383:4	2
267323	267324	0.125	279:108	8
267326	267327	0.125	273:114	8
267332	267333	0.3333333333333333	199:188	3
267345	267346	0.14285714285714285	305:82	7
267346	267347	0.16666666666666666	263:124	6
267359	267360	0.16666666666666666	226:161	6
267363	267364	0.25	340:47	4
267378	267379	0.5	369:18	2
267380	267381	0.5	349:38	2
267384	267385	0.25	238:149	4
267420	267421	0.3333333333333333	283:104	3
267431	267432	0.16666666666666666	188:199	6
267449	267450	0.14285714285714285	265:122	7
267463	267464	0.25	313:74	4
267478	267479	0.5	163:224	2
267642	267643	0.5	336:51	2
267654	267655	0.5	371:16	2
267755	267756	0.2	290:97	5
267763	267764	0.5	349:38	2
267765	267766	0.16666666666666666	318:69	6
267771	267772	0.2	215:172	5
267783	267784	0.5	368:19	2
267816	267817	0.14285714285714285	337:50	7
267856	267857	0.2	357:30	5
267879	267880	0.125	332:55	8
267918	267919	0.3333333333333333	182:205	3
267934	267935	0.3333333333333333	363:24	3
267960	267961	0.16666666666666666	335:52	6
268068	268069	0.5	350:37	2
268110	268111	0.5	372:15	2
268113	268114	0.5	368:19	2
268119	268120	0.16666666666666666	189:198	6
268137	268138	0.09090909090909091	273:114	11
268161	268162	0.1111111111111111	317:70	9
268164	268165	0.1111111111111111	254:133	9
268209	268210	0.5	382:5	2
268245	268246	0.25	342:45	4
268293	268294	0.5	385:2	2
268369	268370	0.16666666666666666	225:162	6
268455	268456	0.3333333333333333	166:221	3
268461	268462	0.5	385:2	2
268476	268477	0.2	314:73	5
268521	268522	0.2	342:45	5
268533	268534	0.5	163:224	2
268540	268541	0.5	368:19	2
268544	268545	0.5	384:3	2
268557	268558	0.3333333333333333	377:10	3
268587	268588	0.5	368:19	2
268590	268591	0.3333333333333333	333:54	3
268626	268627	0.25	336:51	4
268770	268771	0.14285714285714285	248:139	7
268887	268888	0.16666666666666666	200:187	6
268896	268897	0.16666666666666666	244:143	6
268933	268934	0.5	367:20	2
268995	268996	0.16666666666666666	312:75	6
269019	269020	0.5	380:7	2
269022	269023	0.3333333333333333	342:45	3
269034	269035	0.3333333333333333	350:37	3
269061	269062	0.3333333333333333	338:49	3
269067	269068	0.25	325:62	4
269094	269095	0.25	168:219	4
269151	269152	0.5	244:143	2
269155	269156	0.5	351:36	2
269156	269157	0.3333333333333333	199:188	3
269184	269185	0.2	261:126	5
269319	269320	0.3333333333333333	215:172	3
269328	269329	0.5	163:224	2
269334	269335	0.5	349:38	2
269367	269368	0.25	197:190	4
269386	269387	0.16666666666666666	270:117	6
269392	269393	0.3333333333333333	369:18	3
269393	269394	0.5	379:8	2
269401	269402	0.3333333333333333	196:191	3
269416	269417	0.3333333333333333	369:18	3
269428	269429	0.125	288:99	8
269429	269430	0.3333333333333333	369:18	3
269441	269442	0.125	244:143	8
269446	269447	0.1111111111111111	267:120	9
269452	269453	0.125	315:72	8
269486	269487	0.5	367:20	2
269487	269488	0.3333333333333333	360:27	3
269501	269502	0.5	348:39	2
269532	269533	0.3333333333333333	368:19	3
269533	269534	0.2	323:64	5
269552	269553	0.2	323:64	5
269597	269598	0.1111111111111111	252:135	9
269603	269604	0.1	228:159	10
269604	269605	0.5	371:16	2
269615	269616	0.3333333333333333	167:220	3
269627	269628	0.14285714285714285	300:87	7
269633	269634	0.5	350:37	2
269640	269641	0.1111111111111111	249:138	9
269642	269643	0.5	349:38	2
269659	269660	0.25	180:207	4
269672	269673	0.3333333333333333	368:19	3
269685	269686	0.5	350:37	2
269749	269750	0.5	383:4	2
271143	271144	0.3333333333333333	384:3	3
271147	271148	0.0625	258:129	16
271155	271156	0.05263157894736842	206:181	19
271173	271174	0.25	370:17	4
271175	271176	0.3333333333333333	367:20	3
271185	271186	0.2	348:39	5
271189	271190	0.25	370:17	4
271201	271202	0.14285714285714285	315:72	7
271207	271208	0.1	304:83	10
271224	271225	0.1111111111111111	329:58	9
271234	271235	0.1	330:57	10
271240	271241	0.08333333333333333	359:28	12
271241	271242	0.1	330:57	10
271242	271243	0.3333333333333333	384:3	3
271252	271253	0.041666666666666664	296:91	24
271258	271259	0.07142857142857142	368:19	14
271280	271281	0.14285714285714285	190:197	7
271286	271287	0.125	191:196	8
271294	271295	0.125	192:195	8
271301	271302	0.2	172:215	5
271342	271343	0.125	272:115	8
271350	271351	0.16666666666666666	291:96	6
271375	271376	0.3333333333333333	371:16	3
271391	271392	0.2	342:45	5
271408	271409	0.1	234:153	10
271423	271424	0.5	363:24	2
271429	271430	0.1111111111111111	210:177	9
271447	271448	0.5	371:16	2
271450	271451	0.125	237:150	8
271456	271457	0.125	264:123	8
271534	271535	0.1111111111111111	245:142	9
271541	271542	0.08333333333333333	230:157	12
271543	271544	0.16666666666666666	316:71	6
271552	271553	0.125	277:110	8
271558	271559	0.14285714285714285	369:18	7
271567	271568	0.08333333333333333	359:28	12
271582	271583	0.14285714285714285	376:11	7
271589	271590	0.16666666666666666	284:103	6
271594	271595	0.16666666666666666	340:47	6
271603	271604	0.2	325:62	5
271610	271611	0.25	383:4	4
271615	271616	0.16666666666666666	354:33	6
271618	271619	0.25	378:9	4
271846	271847	0.5	383:4	2
271853	271854	0.5	385:2	2
271927	271928	0.25	357:30	4
271930	271931	0.0625	315:72	16
271954	271955	0.5	366:21	2
271957	271958	0.08333333333333333	335:52	12
271963	271964	0.07142857142857142	295:92	14
272002	272003	0.25	185:202	4
272021	272022	0.16666666666666666	312:75	6
272025	272026	0.16666666666666666	265:122	6
272038	272039	0.25	190:197	4
272059	272060	0.2	330:57	5
272065	272066	0.1111111111111111	245:142	9
272072	272073	0.2	330:57	5
272094	272095	0.5	382:5	2
272132	272133	0.5	380:7	2
272225	272226	0.5	210:177	2
272230	272231	0.25	186:201	4
272263	272264	0.5	367:20	2
272272	272273	0.16666666666666666	333:54	6
272363	272364	0.16666666666666666	188:199	6
272461	272462	0.16666666666666666	268:119	6
272464	272465	0.2	329:58	5
272471	272472	0.2	214:173	5
272483	272484	0.5	358:29	2
272487	272488	0.25	196:191	4
272501	272502	0.3333333333333333	333:54	3
272509	272510	0.25	330:57	4
272512	272513	0.14285714285714285	222:165	7
272517	272518	0.16666666666666666	233:154	6
272530	272531	0.14285714285714285	171:216	7
272540	272541	0.1	225:162	10
272542	272543	0.3333333333333333	367:20	3
272550	272551	0.5	377:10	2
272555	272556	0.3333333333333333	374:13	3
272560	272561	0.25	361:26	4
272574	272575	0.14285714285714285	313:74	7
272592	272593	0.5	163:224	2
272619	272620	0.16666666666666666	289:98	6
272643	272644	0.16666666666666666	303:84	6
272679	272680	0.3333333333333333	167:220	3
272730	272731	0.14285714285714285	329:58	7
272781	272782	0.5	374:13	2
272823	272824	0.5	346:41	2
272856	272857	0.3333333333333333	180:207	3
272865	272866	0.3333333333333333	315:72	3
272959	272960	0.5	362:25	2
272991	272992	0.14285714285714285	279:108	7
273063	273064	0.2	325:62	5
273110	273111	0.3333333333333333	360:27	3
273114	273115	0.5	383:4	2
273132	273133	0.3333333333333333	246:141	3
273181	273182	0.5	163:224	2
273207	273208	0.25	341:46	4
273216	273217	0.2	329:58	5
273227	273228	0.5	350:37	2
273228	273229	0.2	329:58	5
273252	273253	0.5	346:41	2
273264	273265	0.5	163:224	2
273301	273302	0.5	384:3	2
273384	273385	0.125	237:150	8
273468	273469	0.3333333333333333	164:223	3
273546	273547	0.5	163:224	2
273563	273564	0.25	309:78	4
273565	273566	0.5	346:41	2
273594	273595	0.5	352:35	2
273857	273858	0.25	192:195	4
273938	273939	0.25	331:56	4
273947	273948	0.5	379:8	2
273970	273971	0.5	165:222	2
273983	273984	0.5	340:47	2
273995	273996	0.25	358:29	4
274025	274026	0.25	330:57	4
274028	274029	0.2	256:131	5
274076	274077	0.2	181:206	5
274148	274149	0.5	382:5	2
274168	274169	0.5	352:35	2
274312	274313	0.5	373:14	2
274346	274347	0.5	163:224	2
274367	274368	0.3333333333333333	235:152	3
274385	274386	0.2	321:66	5
274391	274392	0.5	165:222	2
274439	274440	0.5	163:224	2
274589	274590	0.5	380:7	2
274595	274596	0.5	163:224	2
274610	274611	0.16666666666666666	265:122	6
274614	274615	0.5	385:2	2
274621	274622	0.25	361:26	4
274628	274629	0.2	314:73	5
274646	274647	0.14285714285714285	195:192	7
274667	274668	0.25	303:84	4
274741	274742	0.3333333333333333	336:51	3
274744	274745	0.2	214:173	5
274807	274808	0.25	349:38	4
274811	274812	0.16666666666666666	234:153	6
274823	274824	0.14285714285714285	245:142	7
274853	274854	0.25	204:183	4
274888	274889	0.2	308:79	5
274905	274906	0.3333333333333333	338:49	3
274919	274920	0.125	306:81	8
275027	275028	0.3333333333333333	347:40	3
275100	275101	0.2	327:60	5
275153	275154	0.5	365:22	2
275201	275202	0.3333333333333333	363:24	3
275243	275244	0.5	165:222	2
275267	275268	0.2	229:158	5
275271	275272	0.2	323:64	5
275309	275310	0.2	299:88	5
275375	275376	0.25	342:45	4
275381	275382	0.16666666666666666	300:87	6
275402	275403	0.5	380:7	2
275417	275418	0.3333333333333333	349:38	3
275426	275427	0.5	380:7	2
275449	275450	0.25	338:49	4
275534	275535	0.5	165:222	2
275540	275541	0.5	383:4	2
275555	275556	0.5	349:38	2
275588	275589	0.125	231:156	8
275714	275715	0.3333333333333333	374:13	3
275741	275742	0.3333333333333333	334:53	3
275775	275776	0.5	163:224	2
275813	275814	0.5	355:32	2
275885	275886	0.5	370:17	2
275886	275887	0.3333333333333333	347:40	3
275912	275913	0.3333333333333333	172:215	3
276020	276021	0.25	358:29	4
276044	276045	0.25	289:98	4
276139	276140	0.5	384:3	2
276158	276159	0.3333333333333333	377:10	3
276225	276226	0.125	299:88	8
276238	276239	0.16666666666666666	320:67	6
276243	276244	0.125	283:104	8
276250	276251	0.3333333333333333	199:188	3
276260	276261	0.16666666666666666	307:80	6
276332	276333	0.5	165:222	2
276341	276342	0.5	165:222	2
276422	276423	0.25	188:199	4
276440	276441	0.5	163:224	2
276473	276474	0.5	163:224	2
276491	276492	0.5	163:224	2
276516	276517	0.5	383:4	2
276614	276615	0.3333333333333333	371:16	3
276686	276687	0.3333333333333333	348:39	3
276701	276702	0.5	163:224	2
276713	276714	0.5	366:21	2
276719	276720	0.5	350:37	2
276794	276795	0.125	238:149	8
276833	276834	0.5	352:35	2
276895	276896	0.5	349:38	2
276983	276984	0.25	279:108	4
276997	276998	0.3333333333333333	371:16	3
277256	277257	0.25	173:214	4
277460	277461	0.16666666666666666	261:126	6
277477	277478	0.25	368:19	4
277532	277533	0.3333333333333333	169:218	3
277537	277538	0.5	381:6	2
277547	277548	0.3333333333333333	345:42	3
277549	277550	0.5	384:3	2
277565	277566	0.5	368:19	2
277567	277568	0.2	364:23	5
277571	277572	0.2	333:54	5
277572	277573	0.14285714285714285	273:114	7
277578	277579	0.25	339:48	4
277586	277587	0.5	351:36	2
277700	277701	0.25	171:216	4
277738	277739	0.25	351:36	4
277747	277748	0.3333333333333333	380:7	3
277769	277770	0.5	163:224	2
277796	277797	0.3333333333333333	193:194	3
277843	277844	0.3333333333333333	363:24	3
277856	277857	0.5	165:222	2
277877	277878	0.3333333333333333	333:54	3
277922	277923	0.5	367:20	2
277951	277952	0.2	349:38	5
277958	277959	0.5	362:25	2
277967	277968	0.3333333333333333	207:180	3
277982	277983	0.25	208:179	4
277997	277998	0.3333333333333333	207:180	3
278003	278004	0.3333333333333333	207:180	3
278066	278067	0.5	362:25	2
278075	278076	0.3333333333333333	363:24	3
278080	278081	0.5	362:25	2
278090	278091	0.25	225:162	4
278123	278124	0.5	210:177	2
278153	278154	0.5	210:177	2
278192	278193	0.25	213:174	4
278207	278208	0.25	218:169	4
278216	278217	0.25	186:201	4
278240	278241	0.5	163:224	2
278304	278305	0.16666666666666666	319:68	6
278357	278358	0.5	349:38	2
278417	278418	0.5	345:42	2
278444	278445	0.5	163:224	2
278456	278457	0.3333333333333333	352:35	3
278540	278541	0.14285714285714285	222:165	7
278546	278547	0.3333333333333333	168:219	3
278561	278562	0.25	254:133	4
278573	278574	0.5	380:7	2
278612	278613	0.5	351:36	2
278645	278646	0.5	380:7	2
278657	278658	0.5	364:23	2
278663	278664	0.5	380:7	2
278687	278688	0.5	379:8	2
278714	278715	0.5	376:11	2
278717	278718	0.25	325:62	4
278741	278742	0.5	382:5	2
278789	278790	0.5	376:11	2
278868	278869	0.5	376:11	2
278891	278892	0.1111111111111111	283:104	9
278893	278894	0.5	348:39	2
278990	278991	0.25	357:30	4
279071	279072	0.5	198:189	2
279152	279153	0.5	198:189	2
279261	279262	0.25	339:48	4
279297	279298	0.2	296:91	5
279312	279313	0.3333333333333333	352:35	3
279343	279344	0.5	349:38	2
279438	279439	0.14285714285714285	302:85	7
279498	279499	0.3333333333333333	206:181	3
279516	279517	0.1	238:149	10
279651	279652	0.5	376:11	2
279690	279691	0.3333333333333333	374:13	3
279722	279723	0.125	253:134	8
279756	279757	0.16666666666666666	298:89	6
279786	279787	0.3333333333333333	335:52	3
279849	279850	0.5	198:189	2
279872	279873	0.5	376:11	2
279894	279895	0.5	165:222	2
279930	279931	0.16666666666666666	343:44	6
280014	280015	0.16666666666666666	218:169	6
280026	280027	0.5	364:23	2
280029	280030	0.5	343:44	2
280039	280040	0.25	172:215	4
280079	280080	0.2	282:105	5
280113	280114	0.5	163:224	2
280197	280198	0.2	252:135	5
280217	280218	0.3333333333333333	209:178	3
280245	280246	0.3333333333333333	359:28	3
280323	280324	0.5	165:222	2
280374	280375	0.3333333333333333	165:222	3
280440	280441	0.14285714285714285	298:89	7
280464	280465	0.5	342:45	2
280498	280499	0.3333333333333333	181:206	3
280512	280513	0.2	334:53	5
280533	280534	0.3333333333333333	164:223	3
280542	280543	0.3333333333333333	316:71	3
280548	280549	0.5	368:19	2
280555	280556	0.5	373:14	2
280639	280640	0.5	163:224	2
280714	280715	0.3333333333333333	339:48	3
280716	280717	0.25	180:207	4
280721	280722	0.5	384:3	2
280742	280743	0.5	384:3	2
280766	280767	0.5	379:8	2
280768	280769	0.5	352:35	2
280815	280816	0.125	89:298	8
280829	280830	0.058823529411764705	265:122	17
280832	280833	0.08333333333333333	313:74	12
280841	280842	0.3333333333333333	376:11	3
281861	281862	0.043478260869565216	186:201	23
281886	281887	0.2	166:221	5
281933	281934	0.5	376:11	2
281942	281943	0.5	351:36	2
281950	281951	0.25	197:190	4
281967	281968	0.2	317:70	5
281977	281978	0.3333333333333333	166:221	3
281986	281987	0.3333333333333333	166:221	3
282011	282012	0.25	324:63	4
282028	282029	0.3333333333333333	348:39	3
282034	282035	0.5	351:36	2
282046	282047	0.3333333333333333	379:8	3
282053	282054	0.16666666666666666	298:89	6
282066	282067	0.2	322:65	5
282067	282068	0.16666666666666666	294:93	6
282103	282104	0.5	373:14	2
282118	282119	0.3333333333333333	164:223	3
282158	282159	0.25	335:52	4
282178	282179	0.25	258:129	4
282211	282212	0.5	163:224	2
282247	282248	0.5	381:6	2
282277	282278	0.5	383:4	2
282337	282338	0.14285714285714285	269:118	7
282352	282353	0.5	381:6	2
282367	282368	0.3333333333333333	380:7	3
282415	282416	0.5	163:224	2
282484	282485	0.25	345:42	4
282559	282560	0.5	355:32	2
282613	282614	0.3333333333333333	174:213	3
282634	282635	0.5	371:16	2
282697	282698	0.3333333333333333	369:18	3
282745	282746	0.14285714285714285	311:76	7
282835	282836	0.5	351:36	2
282847	282848	0.5	351:36	2
282853	282854	0.5	351:36	2
282862	282863	0.5	351:36	2
282880	282881	0.5	163:224	2
282916	282917	0.3333333333333333	349:38	3
282921	282922	0.2	336:51	5
282922	282923	0.5	351:36	2
282946	282947	0.2	335:52	5
282952	282953	0.25	337:50	4
282953	282954	0.25	224:163	4
282973	282974	0.5	333:54	2
282982	282983	0.5	351:36	2
282994	282995	0.5	351:36	2
283009	283010	0.5	351:36	2
283027	283028	0.3333333333333333	352:35	3
283036	283037	0.2	354:33	5
283045	283046	0.125	335:52	8
283066	283067	0.25	382:5	4
283072	283073	0.25	373:14	4
283102	283103	0.16666666666666666	378:9	6
283161	283162	0.5	385:2	2
283169	283170	0.3333333333333333	245:142	3
283182	283183	0.5	335:52	2
283227	283228	0.16666666666666666	208:179	6
283251	283252	0.07692307692307693	178:209	13
283270	283271	0.5	373:14	2
