n_events,operon_id,operon_label,operon_locus_tags,NCTC8325_chrom,BeginTU,EndTUshort,mutated_features,mutated_features_types,mutated_genes
3,TU-U479,"NA, relQ, ppnK, NA, mgtE, NA, S392, S393, fabI","SAOUHSC_00941, SAOUHSC_00942, SAOUHSC_00943, SAOUHSC_00944, SAOUHSC_00945, SAOUHSC_00946, new_919754_919937_1, new_919939_920030_1, SAOUHSC_00947",NC_007795,913785,920789,"SAOUHSC_00946,SAOUHSC_00947,new_919939_920030_1",NCTC8325_operons,"cpaA,fabI"
3,TU-U508,"S404, NA, S405, NA, menD, NA, menB","new_952766_952866_1, SAOUHSC_00981, new_952996_953071_1, SAOUHSC_00982, SAOUHSC_00983, SAOUHSC_00984, SAOUHSC_00985",NC_007795,952766,957543,"new_952766_952866_1,SAOUHSC_00983,SAOUHSC_00985",NCTC8325_operons,"menD,menB"
3,TU-U510,"NA, S405, NA, menD, NA, menB","SAOUHSC_00981, new_952996_953071_1, SAOUHSC_00982, SAOUHSC_00983, SAOUHSC_00984, SAOUHSC_00985",NC_007795,952868,957543,"U510,SAOUHSC_00983,SAOUHSC_00985","NCTC8325_operons,promoter","menD,menB"
3,TU-U574,"isdC, isdD, isdE, isdF, NA, S447, srtB, isdG, NA, S448, S449, NA, S450, S451, pheS, pheT","SAOUHSC_01082, SAOUHSC_01084, SAOUHSC_01085, SAOUHSC_01086, SAOUHSC_01087, new_1049241_1049301_1, SAOUHSC_01088, SAOUHSC_01089, SAOUHSC_01090, new_1050523_1050614_1, new_1050616_1050761_1, SAOUHSC_01091, new_1051503_1051800_1, new_1051802_1051882_1, SAOUHSC_01092, SAOUHSC_01093",NC_007795,1045572,1055327,SAOUHSC_01084,NCTC8325_operons,isdD
3,TU-U600,"mraZ, mraW, ftsL, pbpA, S472, mraY, murD, divIB, ftsA, ftsZ, S473, S474, NA","SAOUHSC_01142, SAOUHSC_01143, SAOUHSC_01144, SAOUHSC_01145, new_1096109_1096399_1, SAOUHSC_01146, SAOUHSC_01147, SAOUHSC_01148, SAOUHSC_01149, SAOUHSC_01150, new_1102834_1102959_1, new_1102961_1103159_1, SAOUHSC_01152",NC_007795,1092054,1103403,"SAOUHSC_01152,SAOUHSC_01148,new_1096109_1096399_1",NCTC8325_operons,"-,divIB"
3,TU-U619,"def2, fmt, sun, NA, NA, pknB","SAOUHSC_01182, SAOUHSC_01183, SAOUHSC_01184, SAOUHSC_01185, SAOUHSC_01186, SAOUHSC_01187",NC_007795,1133596,1140191,"SAOUHSC_01187,SAOUHSC_01186",NCTC8325_operons,"pknB,stp1"
3,TU-U624,"recG, S493, fapR, plsX, fabD, fabG, S494, S495, acpP","SAOUHSC_01194, new_1147891_1148060_1, SAOUHSC_01196, SAOUHSC_01197, SAOUHSC_01198, SAOUHSC_01199, new_1151303_1151463_1, new_1151465_1151544_1, SAOUHSC_01201",NC_007795,1145775,1151717,"SAOUHSC_01198,SAOUHSC_01196,new_1151303_1151463_1",NCTC8325_operons,"fabD,fapR"
3,TU-U640,"S513, polC, S514, S515, rimP, nusA, NA, NA, infB","new_1189377_1189524_1, SAOUHSC_01241, new_1193836_1194035_1, new_1194037_1194124_1, SAOUHSC_01242, SAOUHSC_01243, SAOUHSC_01244, SAOUHSC_01245, SAOUHSC_01246",NC_007795,1189377,1198552,"SAOUHSC_01241,SAOUHSC_01246,new_1194037_1194124_1",NCTC8325_operons,"polC,infB"
3,TU-U656,"glpK, S535, glpD","SAOUHSC_01276, new_1234812_1234934_1, SAOUHSC_01278",NC_007795,1233244,1236598,"SAOUHSC_01276,SAOUHSC_01278",NCTC8325_operons,"glpK,glpD"
3,TU-U696,"S567, parE, parC, S568, alsT","new_1292140_1292205_1, SAOUHSC_01351, SAOUHSC_01352, new_1296625_1296848_1, SAOUHSC_01354",NC_007795,1292140,1298325,SAOUHSC_01351,NCTC8325_operons,parE
3,TU-U728,"NA, NA, S591, NA, NA, S590, braB","SAOUHSC_01415, SAOUHSC_01414, new_1354169_1354295_-1, SAOUHSC_01413, SAOUHSC_01412, new_1351239_1351423_-1, SAOUHSC_01411",NC_007795,1355385,1349877,"SAOUHSC_01411,SAOUHSC_01413,SAOUHSC_01412",NCTC8325_operons,"brnQ3,-"
3,TU-U749,"S612, recU, pbp2","new_1420776_1420877_1, SAOUHSC_01466, SAOUHSC_01467",NC_007795,1420775,1423734,"SAOUHSC_01466,SAOUHSC_01467",NCTC8325_operons,"recU,pbp2"
3,TU-U804,"pepQ2, efp, S648, accB, accC, NA, nusB, xseA, xseB, ispA, S647","SAOUHSC_01626, SAOUHSC_01625, new_1547200_1547474_-1, SAOUHSC_01624, SAOUHSC_01623, SAOUHSC_01622, SAOUHSC_01621, SAOUHSC_01620, SAOUHSC_01619, SAOUHSC_01618, new_1541676_1542035_-1",NC_007795,1549325,1541688,"SAOUHSC_01625,SAOUHSC_01622,SAOUHSC_01623",NCTC8325_operons,"efp,-,accC"
3,TU-U833,"pfs, NA, NA, aroE, NA, nadD, NA, rsfS, NA","SAOUHSC_01702, SAOUHSC_01701, SAOUHSC_01700, SAOUHSC_01699, SAOUHSC_01698, SAOUHSC_01697, SAOUHSC_01696, SAOUHSC_01695, SAOUHSC_01694",NC_007795,1610628,1604928,"SAOUHSC_01702,SAOUHSC_01697,SAOUHSC_01700,SAOUHSC_01699,SAOUHSC_01701",NCTC8325_operons,"mtnN,nadD,-,aroE"
3,TU-U848,"S687, S686, hisS, aspS, S685, NA, NA","new_1642486_1642778_-1, new_1642353_1642484_-1, SAOUHSC_01738, SAOUHSC_01737, new_1639007_1639262_-1, SAOUHSC_01736, SAOUHSC_01735",NC_007795,1642778,1638044,"SAOUHSC_01736,SAOUHSC_01738,SAOUHSC_01735,SAOUHSC_01737",NCTC8325_operons,"hisS,tcaD,aspS"
3,TU-U859,"S694, rplU, NA, rpmA, S693","new_1659502_1659667_-1, SAOUHSC_01757, SAOUHSC_01756, SAOUHSC_01755, new_1658272_1658570_-1",NC_007795,1659669,1658274,"U859,SAOUHSC_01757","NCTC8325_operons,promoter","mreD,rplU"
3,TU-U893,"NA, S719, NA, dnaE, S718, NA, S717, accD, accA, S716","SAOUHSC_01813, new_1718817_1719076_-1, SAOUHSC_01812, SAOUHSC_01811, new_1714208_1714629_-1, SAOUHSC_01810, new_1712784_1712977_-1, SAOUHSC_01809, SAOUHSC_01808, new_1710876_1710981_-1",NC_007795,1720423,1710923,SAOUHSC_01811,NCTC8325_operons,dnaE
3,TU-U900,"tpx, S722, NA, ackA","SAOUHSC_01822, new_1727776_1727897_-1, SAOUHSC_01821, SAOUHSC_01820",NC_007795,1728434,1725560,"SAOUHSC_01822,SAOUHSC_01820",NCTC8325_operons,"tpx,ackA"
3,TU-U901,"NA, thiI, NA, tpx, S722, NA, ackA","SAOUHSC_01825, SAOUHSC_01824, SAOUHSC_01823, SAOUHSC_01822, new_1727776_1727897_-1, SAOUHSC_01821, SAOUHSC_01820",NC_007795,1731717,1725560,"SAOUHSC_01822,SAOUHSC_01825,SAOUHSC_01820",NCTC8325_operons,"tpx,nifZ,ackA"
3,TU-U909,"NA, S726, ptaA","SAOUHSC_01837, new_1742383_1742509_-1, SAOUHSC_01836",NC_007795,1743171,1740928,"SAOUHSC_01836,SAOUHSC_01837",NCTC8325_operons,"ptaA,-"
2,TU-U100,"S82, NA, S83, lytM","new_266361_266434_1, SAOUHSC_00247, new_267428_267696_1, SAOUHSC_00248",NC_007795,266361,268686,"SAOUHSC_00248,new_266361_266434_1",NCTC8325_operons,lytM
2,TU-U1025,"NA, NA, NA, NA, NA, NA, NA, S813, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, S812","SAOUHSC_02080, SAOUHSC_02079, SAOUHSC_02078, SAOUHSC_02077, SAOUHSC_02075, SAOUHSC_02074, SAOUHSC_02073, new_1958584_1958666_-1, SAOUHSC_02071, SAOUHSC_02070, SAOUHSC_02069, SAOUHSC_02068, SAOUHSC_02067, SAOUHSC_02066, SAOUHSC_02062, SAOUHSC_02061, SAOUHSC_02058, SAOUHSC_02057, SAOUHSC_02056, SAOUHSC_02053, SAOUHSC_02052, SAOUHSC_02051, new_1950544_1950672_-1",NC_007795,1962591,1950572,"SAOUHSC_02078,SAOUHSC_02068",NCTC8325_operons,
2,TU-U1027,"NA, S817, S819, NA, NA, S820, int, NA","SAOUHSC_02084, new_1964112_1964180_1, new_1964349_1964507_1, SAOUHSC_02086, SAOUHSC_02087, new_1965635_1965882_1, SAOUHSC_02089, SAOUHSC_02090",NC_007795,1963362,1968108,SAOUHSC_02090,NCTC8325_operons,-
2,TU-U1028,"NA, ampS, S821, NA","SAOUHSC_02093, SAOUHSC_02092, new_1968910_1968998_-1, SAOUHSC_02091",NC_007795,1970499,1968388,SAOUHSC_02092,NCTC8325_operons,ampS
2,TU-U1030,"NA",SAOUHSC_02097,NC_007795,1971575,1972851,SAOUHSC_02097,NCTC8325_operons,-
2,TU-U1042,"gatC, gatA, gatB","SAOUHSC_02118, SAOUHSC_02117, SAOUHSC_02116",NC_007795,1991551,1988295,SAOUHSC_02117,NCTC8325_operons,gatA
2,TU-U1069,"S852, scn","new_2033496_2033651_-1, SAOUHSC_02167",NC_007795,2033651,2033141,"U1069,new_2033496_2033651_-1,SAOUHSC_02167","NCTC8325_operons,promoter",scn
2,TU-U107,"NA, NA, NA, S85, NA","SAOUHSC_00269, SAOUHSC_00270, SAOUHSC_00271, new_291566_291700_1, SAOUHSC_00272",NC_007795,288855,291908,"SAOUHSC_00272,SAOUHSC_00269",NCTC8325_operons,-
2,TU-U1080,"NA, NA, S861, NA, S860, NA, NA, NA, S859, NA, NA, NA, NA, NA","SAOUHSC_02234, SAOUHSC_02233, new_2070205_2070823_-1, SAOUHSC_02231, new_2069677_2069847_-1, SAOUHSC_02229, SAOUHSC_02228, SAOUHSC_02227, new_2068366_2069070_-1, SAOUHSC_02225, SAOUHSC_02223, SAOUHSC_02222, SAOUHSC_02220, SAOUHSC_02219",NC_007795,2071375,2065866,"SAOUHSC_02227,new_2069677_2069847_-1,SAOUHSC_02225",NCTC8325_operons,-
2,TU-U1081,"NA, S862, int, S863, truncated-hlb","SAOUHSC_02235, new_2072256_2072468_1, SAOUHSC_02239, new_2074575_2074630_1, SAOUHSC_02240",NC_007795,2071451,2075446,"new_2074575_2074630_1,SAOUHSC_02239,new_2072256_2072468_1,SAOUHSC_02240",NCTC8325_operons,"int3,hlb-2"
2,TU-U1100,nrgA,SAOUHSC_02270,NC_007795,2102008,2101651,U1100,promoter,
2,TU-U1118,"S897, ddl, murF, S896, S895, S894, cshA","new_2152648_2152757_-1, SAOUHSC_02318, SAOUHSC_02317, new_2150135_2150203_-1, new_2149771_2150133_-1, new_2149688_2149769_-1, SAOUHSC_02316",NC_007795,2152757,2148248,"SAOUHSC_02318,SAOUHSC_02316",NCTC8325_operons,"ddl,cshA"
2,TU-U1135,"tdk, prfA, S906, NA, NA, ptpB, S905, NA, glyA, upp, mnaA, NA, atpB, atpE, S904, atpF, atpH, atpA, S903, atpG, atpD, atpC","SAOUHSC_02360, SAOUHSC_02359, new_2180509_2180578_-1, SAOUHSC_02358, SAOUHSC_02357, SAOUHSC_02356, new_2178104_2178168_-1, SAOUHSC_02355, SAOUHSC_02354, SAOUHSC_02353, SAOUHSC_02352, SAOUHSC_02351, SAOUHSC_02350, SAOUHSC_02349, new_2172785_2172981_-1, SAOUHSC_02347, SAOUHSC_02346, SAOUHSC_02345, new_2170095_2170193_-1, SAOUHSC_02343, SAOUHSC_02341, SAOUHSC_02340",NC_007795,2182297,2167458,"SAOUHSC_02356,SAOUHSC_02341",NCTC8325_operons,"ptpB,atpD"
2,TU-U1138,"murA2, S909, NA","SAOUHSC_02365, new_2186538_2186625_-1, SAOUHSC_02364",NC_007795,2187943,2186192,SAOUHSC_02365,NCTC8325_operons,murA2
2,TU-U1139,"S910, murA2, S909, NA","new_2187945_2188198_-1, SAOUHSC_02365, new_2186538_2186625_-1, SAOUHSC_02364",NC_007795,2188198,2186192,SAOUHSC_02365,NCTC8325_operons,murA2
2,TU-U1140,"fbaA, S911, S910, murA2, S909, NA","SAOUHSC_02366, new_2188200_2188289_-1, new_2187945_2188198_-1, SAOUHSC_02365, new_2186538_2186625_-1, SAOUHSC_02364",NC_007795,2189266,2186226,"SAOUHSC_02365,new_2188200_2188289_-1",NCTC8325_operons,murA2
2,TU-U1173,"S941, mdeA","new_2247470_2247698_-1, SAOUHSC_02418",NC_007795,2247698,2246049,"new_2247470_2247698_-1,SAOUHSC_02418",NCTC8325_operons,lmrS
2,TU-U1177,"htsA, htsB, htsC","SAOUHSC_02430, SAOUHSC_02428, SAOUHSC_02427",NC_007795,2257541,2254515,"SAOUHSC_02428,U1177","NCTC8325_operons,promoter",htsB
2,TU-U1181,"NA, NA, NA","SAOUHSC_02435, SAOUHSC_02434, SAOUHSC_02433",NC_007795,2261963,2257898,SAOUHSC_02435,NCTC8325_operons,sfnaA
2,TU-U1185,"NA, S951, NA, S950, NA","SAOUHSC_02448, new_2271738_2272019_-1, SAOUHSC_02447, new_2270571_2270735_-1, SAOUHSC_02445",NC_007795,2272940,2269526,"SAOUHSC_02445,SAOUHSC_02448",NCTC8325_operons,-
2,TU-U1213,"NA, S976, fmhB, S975, NA","SAOUHSC_02529, new_2331700_2332330_-1, SAOUHSC_02527, new_2330318_2330386_-1, SAOUHSC_02525",NC_007795,2333125,2327173,"SAOUHSC_02527,SAOUHSC_02525",NCTC8325_operons,"femX,-"
2,TU-U122,"NA, NA, NA, ulaA","SAOUHSC_00313, SAOUHSC_00312, SAOUHSC_00311, SAOUHSC_00310",NC_007795,328653,324590,SAOUHSC_00313,NCTC8325_operons,-
2,TU-U1253,"S1008, S1007, NA, S1006, NA","new_2391526_2391671_-1, new_2391394_2391524_-1, SAOUHSC_02601, new_2390050_2390181_-1, SAOUHSC_02600",NC_007795,2391671,2389529,"SAOUHSC_02601,new_2391526_2391671_-1",NCTC8325_operons,-
2,TU-U1259,"S1012, hutG, S1011","new_2401142_2401276_-1, SAOUHSC_02610, new_2400095_2400205_-1",NC_007795,2401274,2400137,SAOUHSC_02610,NCTC8325_operons,hutG
2,TU-U1267,"corA, fni","SAOUHSC_02624, SAOUHSC_02623",NC_007795,2413761,2411714,SAOUHSC_02623,NCTC8325_operons,fni
2,TU-U1280,"NA, NA, S1024","SAOUHSC_02645, SAOUHSC_02646, new_2431129_2431632_1",NC_007795,2430152,2431596,new_2431129_2431632_1,NCTC8325_operons,mqo
2,TU-U1324,"bioD, bioA, bioB, bioF, bioW, bioX","SAOUHSC_02716, SAOUHSC_02715, SAOUHSC_02714, SAOUHSC_02713, SAOUHSC_02712, SAOUHSC_02711",NC_007795,2498063,2492719,"SAOUHSC_02711,SAOUHSC_02716",NCTC8325_operons,"bioX,bioD"
2,TU-U134,"metI, metC, metH, metE, NA","SAOUHSC_00341, SAOUHSC_00340, SAOUHSC_00339, SAOUHSC_00338, SAOUHSC_00337",NC_007795,356261,349121,"SAOUHSC_00339,SAOUHSC_00338",NCTC8325_operons,"metF,metE"
2,TU-U1343,"S1063, opuCA, opuCB, opuCC, opuCD","new_2524234_2524492_-1, SAOUHSC_02744, SAOUHSC_02743, SAOUHSC_02742, SAOUHSC_02741",NC_007795,2524500,2520701,"U1343,SAOUHSC_02743","NCTC8325_operons,promoter",opuCB
2,TU-U1374,sasG,SAOUHSC_02798,NC_007795,2574948,2573469,SAOUHSC_02798,NCTC8325_operons,
2,TU-U1375,"S1091, sarT, sasG","new_2575518_2575674_-1, SAOUHSC_02799, SAOUHSC_02798",NC_007795,2575674,2574540,SAOUHSC_02798,NCTC8325_operons,
2,TU-U1380,"relP, S1094, NA","SAOUHSC_02811, new_2589558_2589721_-1, SAOUHSC_02810",NC_007795,2590453,2588820,"new_2589558_2589721_-1,SAOUHSC_02810",NCTC8325_operons,-
2,TU-U1429,"copA, S1127, NA","SAOUHSC_02873, new_2647590_2647868_1, SAOUHSC_02874",NC_007795,2645143,2648125,"SAOUHSC_02873,new_2647590_2647868_1",NCTC8325_operons,copA
2,TU-U1467,"betB, S1156, betA","SAOUHSC_02933, new_2699635_2699894_-1, SAOUHSC_02932",NC_007795,2701438,2697926,SAOUHSC_02932,NCTC8325_operons,betA
2,TU-U1475,"S1163, NA, S1162, NA, NA","new_2714179_2714637_-1, SAOUHSC_02950, new_2713684_2714013_-1, SAOUHSC_A02794, SAOUHSC_02949",NC_007795,2714648,2712971,"new_2714179_2714637_-1,new_2713684_2714013_-1",NCTC8325_operons,
2,TU-U1496,"S1171, NA","new_2766745_2767105_-1, SAOUHSC_02990",NC_007795,2767105,2759925,"SAOUHSC_02990,new_2766745_2767105_-1",NCTC8325_operons,sasA
2,TU-U1505,"S1181, NA, NA, NA, NA, NA, S1180, NA","new_2795215_2795302_-1, SAOUHSC_03021, SAOUHSC_03020, SAOUHSC_03019, SAOUHSC_03018, SAOUHSC_03017, new_2790527_2790643_-1, SAOUHSC_03016",NC_007795,2795303,2789386,"U1505,SAOUHSC_03021,SAOUHSC_03017","NCTC8325_operons,promoter",-
2,TU-U22,plc,SAOUHSC_00051,NC_007795,54217,55217,SAOUHSC_00051,NCTC8325_operons,plc
2,TU-U220,"S174, gltX, S175, S176, cysE, cysS, NA, NA, NA, S177, sigH, S178, S179, secE, nusG, S180, rplK, S181, rplA, S182, S183, rplJ, rplL","new_511038_511185_1, SAOUHSC_00509, new_512705_512985_1, new_512987_513062_1, SAOUHSC_00510, SAOUHSC_00511, SAOUHSC_00512, SAOUHSC_00513, SAOUHSC_00514, new_516770_516849_1, SAOUHSC_00515, new_517420_517494_1, new_517496_517696_1, SAOUHSC_00516, SAOUHSC_00517, new_518477_518656_1, SAOUHSC_00518, new_519080_519286_1, SAOUHSC_00519, new_519980_520054_1, new_520056_520250_1, SAOUHSC_00520, SAOUHSC_00521",NC_007795,511038,521102,"new_520056_520250_1,SAOUHSC_00521",NCTC8325_operons,rplL
2,TU-U254,"vraA, vraB, vraC, NA, S204","SAOUHSC_00557, SAOUHSC_00558, SAOUHSC_00559, SAOUHSC_00560, new_569584_570066_1",NC_007795,566021,569943,"SAOUHSC_00558,SAOUHSC_00557",NCTC8325_operons,"vraB,vraA"
2,TU-U28,"NA",SAOUHSC_00061,NC_007795,68073,66275,SAOUHSC_00061,NCTC8325_operons,-
2,TU-U284,"S230, NA, mnhA, mnhB, mnhC, mnhD, mnhE, S231, mnhG","new_614279_614349_1, SAOUHSC_00624, SAOUHSC_00625, SAOUHSC_00626, SAOUHSC_00627, SAOUHSC_00628, SAOUHSC_00629, new_620054_620305_1, SAOUHSC_00632",NC_007795,614279,620807,"SAOUHSC_00624,SAOUHSC_00628",NCTC8325_operons,"-,mnhD2"
2,TU-U303,"NA, NA, NA, NA","SAOUHSC_00655, SAOUHSC_00656, SAOUHSC_00658, SAOUHSC_00659",NC_007795,644244,646817,"SAOUHSC_00655,SAOUHSC_00656",NCTC8325_operons,"dhaK,dhaL"
2,TU-U308,"S251, graX, graR, graS, S252, vraF, vraG","new_651084_651148_1, SAOUHSC_00664, SAOUHSC_00665, SAOUHSC_00666, new_653796_653938_1, SAOUHSC_00667, SAOUHSC_00668",NC_007795,651084,656558,"new_653796_653938_1,SAOUHSC_00667",NCTC8325_operons,vraF
2,TU-U313,"S256, NA, S257, NA, S258, sarX","new_660401_660689_1, SAOUHSC_00672, new_661335_662030_1, SAOUHSC_00673, new_664182_664260_1, SAOUHSC_00674",NC_007795,660401,664650,SAOUHSC_00672,NCTC8325_operons,-
2,TU-U319,"S261, NA","new_670739_670812_-1, SAOUHSC_00683",NC_007795,670811,670081,SAOUHSC_00683,NCTC8325_operons,-
2,TU-U320,"NA, S262, NA, S263, NA","SAOUHSC_00685, new_671824_671907_1, SAOUHSC_00686, new_672208_672286_1, SAOUHSC_00687",NC_007795,671337,672827,SAOUHSC_00687,NCTC8325_operons,-
2,TU-U321,"S262, NA, S263, NA","new_671824_671907_1, SAOUHSC_00686, new_672208_672286_1, SAOUHSC_00687",NC_007795,671824,672827,SAOUHSC_00687,NCTC8325_operons,-
2,TU-U333,"fruR, fruB, fruA, S273","SAOUHSC_00706, SAOUHSC_00707, SAOUHSC_00708, new_693888_694018_1",NC_007795,690218,693975,"SAOUHSC_00708,SAOUHSC_00707",NCTC8325_operons,"fruA,fruB"
2,TU-U338,"S277, saeQ, saeR, saeS","new_701384_701582_-1, SAOUHSC_00716, SAOUHSC_00715, SAOUHSC_00714",NC_007795,701582,699185,"new_701384_701582_-1,U338,SAOUHSC_00714","NCTC8325_operons,promoter",saeS
2,TU-U339,"saeP, S278, S277, saeQ, saeR, saeS","SAOUHSC_00717, new_701584_701724_-1, new_701384_701582_-1, SAOUHSC_00716, SAOUHSC_00715, SAOUHSC_00714",NC_007795,702210,699185,"new_701384_701582_-1,new_701584_701724_-1,SAOUHSC_00714",NCTC8325_operons,saeS
2,TU-U368,"NA, S302, S303, secA","SAOUHSC_00767, new_749556_749644_1, new_749646_749939_1, SAOUHSC_00769",NC_007795,748897,752455,SAOUHSC_00769,NCTC8325_operons,secA
2,TU-U387,"S319, NA, S320","new_774645_774847_1, SAOUHSC_00793, new_775515_775877_1",NC_007795,774645,775864,"new_774645_774847_1,SAOUHSC_00793",NCTC8325_operons,-
2,TU-U400,"NA, vwb","SAOUHSC_00813, SAOUHSC_00814",NC_007795,795907,797165,"U400,SAOUHSC_00814","NCTC8325_operons,promoter",vwb
2,TU-U401,"NA, vwb, S334","SAOUHSC_00813, SAOUHSC_00814, new_797516_797637_1",NC_007795,795941,797590,"U401,SAOUHSC_00814","NCTC8325_operons,promoter",vwb
2,TU-U433,"NA, NA, S359, NA, S360, NA, dltX, dltA, dltB, dltC, dltD","SAOUHSC_00864, SAOUHSC_00865, new_832704_832810_1, SAOUHSC_00866, new_833696_833948_1, SAOUHSC_00867, SAOUHSC_00868, SAOUHSC_00869, SAOUHSC_00870, SAOUHSC_00871, SAOUHSC_00872",NC_007795,831454,838356,"SAOUHSC_00870,new_833696_833948_1,SAOUHSC_00866",NCTC8325_operons,"dltB,-"
2,TU-U454,"addB, addA, S373","SAOUHSC_00904, SAOUHSC_00905, new_875502_875622_1",NC_007795,868344,875620,"new_875502_875622_1,SAOUHSC_00904",NCTC8325_operons,addB
2,TU-U457,"NA, cdr","SAOUHSC_00909, SAOUHSC_00908",NC_007795,879699,877396,SAOUHSC_00909,NCTC8325_operons,-
2,TU-U475,"pepF, S388, S389, S390","SAOUHSC_00937, new_911281_911366_1, new_911368_911465_1, new_911467_911719_1",NC_007795,909432,911677,new_911467_911719_1,NCTC8325_operons,
2,TU-U476,"S389, S390","new_911368_911465_1, new_911467_911719_1",NC_007795,911368,911677,new_911467_911719_1,NCTC8325_operons,
2,TU-U480,"S393, fabI","new_919939_920030_1, SAOUHSC_00947",NC_007795,919939,920789,"SAOUHSC_00947,U480,new_919939_920030_1","NCTC8325_operons,promoter",fabI
2,TU-U500,"S403, NA, NA, NA","new_943005_943329_1, SAOUHSC_00968, SAOUHSC_00969, SAOUHSC_00970",NC_007795,942955,946255,"SAOUHSC_00970,SAOUHSC_00968",NCTC8325_operons,-
2,TU-U516,atl,SAOUHSC_00994,NC_007795,967899,964079,SAOUHSC_00994,NCTC8325_operons,atl
2,TU-U517,"S406, atl","new_967901_968090_-1, SAOUHSC_00994",NC_007795,968165,964079,SAOUHSC_00994,NCTC8325_operons,atl
2,TU-U52,"NA, S46, fdh","SAOUHSC_00141, new_145805_145936_1, SAOUHSC_00142",NC_007795,145360,147000,"new_145805_145936_1,SAOUHSC_00142",NCTC8325_operons,fdh
2,TU-U523,"qoxA, qoxB, qoxC, qoxD","SAOUHSC_01002, SAOUHSC_01001, SAOUHSC_01000, SAOUHSC_00999",NC_007795,976621,972596,U523,promoter,
2,TU-U544,"pdhA, pdhB, S426, pdhC, pdhD, S427, NA","SAOUHSC_01040, SAOUHSC_01041, new_1010501_1010590_1, SAOUHSC_01042, SAOUHSC_01043, new_1013340_1013437_1, SAOUHSC_01044",NC_007795,1008344,1013762,"U544,SAOUHSC_01040,SAOUHSC_01041","NCTC8325_operons,promoter","pdhA,pdhB"
2,TU-U560,"S437, ctaA","new_1033473_1033603_-1, SAOUHSC_01065",NC_007795,1033603,1032402,"SAOUHSC_01065,new_1033473_1033603_-1,U560","NCTC8325_operons,promoter",ctaA
2,TU-U561,"S438, S437, ctaA","new_1033605_1033694_-1, new_1033473_1033603_-1, SAOUHSC_01065",NC_007795,1033692,1032402,"SAOUHSC_01065,new_1033473_1033603_-1,new_1033605_1033694_-1",NCTC8325_operons,ctaA
2,TU-U572,"S446, isdA","new_1045421_1045500_-1, SAOUHSC_01081",NC_007795,1045500,1044353,"U572,SAOUHSC_01081","NCTC8325_operons,promoter",isdA
2,TU-U583,"NA, S457, S458, NA","SAOUHSC_01110, new_1070867_1072070_1, new_1072072_1072307_1, SAOUHSC_01113",NC_007795,1070492,1072786,new_1070867_1072070_1,NCTC8325_operons,
2,TU-U595,"S470, psmB1, psmB2, NA, NA, S471, NA","new_1088341_1088442_1, SAOUHSC_01135, SAOUHSC_01136, SAOUHSC_01137, SAOUHSC_01139, new_1090559_1090749_1, SAOUHSC_01141",NC_007795,1088332,1091911,"SAOUHSC_01141,SAOUHSC_01137",NCTC8325_operons,"bshC,-"
2,TU-U597,"NA, NA, S471, NA","SAOUHSC_01137, SAOUHSC_01139, new_1090559_1090749_1, SAOUHSC_01141",NC_007795,1088866,1091911,"SAOUHSC_01141,SAOUHSC_01137",NCTC8325_operons,"bshC,-"
2,TU-U599,"NA, S471, NA","SAOUHSC_01139, new_1090559_1090749_1, SAOUHSC_01141",NC_007795,1090296,1091911,SAOUHSC_01141,NCTC8325_operons,bshC
2,TU-U608,"lspA, NA, S480, S481, pyrR, S482, pyrP, pyrB, pyrC, carA, carB, S483, pyrF, pyrE, NA, S484, NA, S485","SAOUHSC_01162, SAOUHSC_01163, new_1113203_1113380_1, new_1113382_1113561_1, SAOUHSC_01164, new_1114158_1114346_1, SAOUHSC_01165, SAOUHSC_01166, SAOUHSC_01168, SAOUHSC_01169, SAOUHSC_01170, new_1122124_1122232_1, SAOUHSC_01171, SAOUHSC_01172, SAOUHSC_01173, new_1123797_1124160_1, SAOUHSC_01174, new_1124617_1124840_1",NC_007795,1111750,1124789,"new_1114158_1114346_1,SAOUHSC_01168,SAOUHSC_01171,new_1123797_1124160_1,SAOUHSC_01170,new_1113203_1113380_1",NCTC8325_operons,"pyrC,pyrF,carB"
2,TU-U609,"S481, pyrR, S482, pyrP, pyrB, pyrC, carA, carB, S483, pyrF, pyrE, NA, S484, NA, S485","new_1113382_1113561_1, SAOUHSC_01164, new_1114158_1114346_1, SAOUHSC_01165, SAOUHSC_01166, SAOUHSC_01168, SAOUHSC_01169, SAOUHSC_01170, new_1122124_1122232_1, SAOUHSC_01171, SAOUHSC_01172, SAOUHSC_01173, new_1123797_1124160_1, SAOUHSC_01174, new_1124617_1124840_1",NC_007795,1113382,1124789,"new_1114158_1114346_1,SAOUHSC_01168,SAOUHSC_01171,new_1123797_1124160_1,SAOUHSC_01170",NCTC8325_operons,"pyrC,pyrF,carB"
2,TU-U62,"S52, NA, murQ, murP, NA, S53","new_169226_169308_1, SAOUHSC_00156, SAOUHSC_00157, SAOUHSC_00158, SAOUHSC_00160, new_173590_173751_1",NC_007795,169226,173724,"U62,new_169226_169308_1,SAOUHSC_00157","NCTC8325_operons,promoter",murQ
