Locus	nsub	kb	enrich	xvBF	ELAMBDA	SDLAMBDA
SAUSA300_0552	0	0.666	0	0.00222921176964519	0.140311770984825	0.00770060885499438
SAUSA300_0553	0	0.363	0	0.00121494382028686	0.140293805574191	0.00769962287499529
SAUSA300_0554	0	0.759	0	0.00254054752576849	0.140317286043605	0.00770091153316796
SAUSA300_0555	0	0.633	0	0.00211874070419071	0.140309814132686	0.00770050145878104
SAUSA300_0556	0	0.549	0	0.00183754851104823	0.140304833300743	0.00770022810011764
SAUSA300_0557	0	0.648	0	0.00216895463518085	0.140310703604137	0.00770055027486961
SAUSA300_0558	0	1.401	0	0.00469009909693341	0.140355369569744	0.00770300163820004
SAUSA300_0559	0	1.377	0	0.00460973163762901	0.140353945514561	0.00770292348301916
SAUSA300_0560	0	1.14	0	0.00381614631396587	0.140339884521174	0.00770215178575414
SAUSA300_0561	0	0.366	0	0.00122498544760674	0.140293983427004	0.00769963263593689
SAUSA300_0562	0	0.831	0	0.00278158997889477	0.1403215560643	0.00770114588099938
SAUSA300_0563	0	0.657	0	0.00219908314602435	0.140311237292442	0.00770057956482048
SAUSA300_0564	1	0.381	18.2752431681334	-0.0223742703119569	0.139872297780051	0.0076880767901939
SAUSA300_0565	0	0.369	0	0.00123502708584056	0.14029416128028	0.00769964239690125
SAUSA300_0566	0	1.485	0	0.00497139156641424	0.140360353990428	0.00770327519382484
SAUSA300_0567	0	0.453	0	0.0015161981041274	0.140299141354474	0.00769991571398083
SAUSA300_0568	0	0.651	0	0.00217899745939576	0.140310881499773	0.00770056003816266
SAUSA300_0569	0	0.753	0	0.00252046098239589	0.140316930220255	0.00770089200482659
SAUSA300_0570	0	0.987	0	0.00330387354506456	0.140330808667406	0.00770165368356824
SAUSA300_0571	0	0.765	0	0.0025606341191633	0.14031764186871	0.00770093106161021
SAUSA300_0572	0	0.921	0	0.00308290325983762	0.140326893955654	0.00770143883584819
SAUSA300_0573	0	0.984	0	0.00329382930840438	0.14033063072127	0.0077016439175033
SAUSA300_0574	0	1.077	0	0.00360520649473983	0.140336147262798	0.00770194667705118
SAUSA300_0575	0	0.342	0	0.00114465278556963	0.140292560617205	0.00769955454910334
SAUSA300_0576	0	1.323	0	0.00442890780368543	0.140350741496082	0.00770274763966024
SAUSA300_0577	1	0.417	16.6975243334744	-0.0222537655190536	0.139874425647287	0.00768819374835715
SAUSA300_0578	0	0.102	0	0.000341370534897578	0.140278334106369	0.00769877376788583
SAUSA300_0579	1	1.41	4.93820400500626	-0.0189291259493984	0.139933144852111	0.00769142124774414
SAUSA300_0580	0	0.627	0	0.00209865521946995	0.140309458347241	0.00770048193251918
SAUSA300_0581	0	0.642	0	0.00214886902585931	0.140310347814193	0.0077005307483609
SAUSA300_0582	0	0.546	0	0.00182750611429583	0.140304655420471	0.00770021833766702
SAUSA300_0583	0	0.621	0	0.00207856978477139	0.140309102563602	0.00770046240635525
SAUSA300_0584	0	0.642	0	0.00214886902585931	0.140310347814193	0.0077005307483609
SAUSA300_0585	0	0.63	0	0.00210869795546387	0.140309636239702	0.00770049169563666
SAUSA300_0586	0	0.57	0	0.001907845632104	0.140306078475553	0.00770029643796422
SAUSA300_0587	0	0.636	0	0.00212878346474099	0.140309992026024	0.00770051122194856
SAUSA300_0588	0	0.627	0	0.00209865521946995	0.140309458347241	0.00770048193251918
SAUSA300_0589	0	0.939	0	0.00314316727826736	0.14032796158267	0.00770149742949127
SAUSA300_0590	1	0.537	12.9662339796254	-0.021852069767192	0.139881519005733	0.00768858363459903
SAUSA300_0591	0	0.477	0	0.00159653449509278	0.140300564297753	0.00769999380813827
SAUSA300_0592	0	1.296	0	0.00433849741921222	0.140349139541678	0.00770265972099145
SAUSA300_0593	0	0.522	0	0.00174716740320946	0.140303232394201	0.00770014023895506
SAUSA300_0594	0	1.011	0	0.00338422788854587	0.140332232253126	0.00770173181298452
SAUSA300_0595	0	0.384	0	0.0012852354716415	0.140295050553282	0.00769969120210005
SAUSA300_0596	0	1.662	0	0.00556414735774524	0.140370858035856	0.00770385167821073
SAUSA300_0597	0	0.636	0	0.00212878346474099	0.140309992026024	0.00770051122194856
SAUSA300_0598	0	0.828	0	0.00277154639888977	0.140321378141602	0.00770113611622228
SAUSA300_0599	1	0.951	7.321627389126	-0.0204660645858894	0.139905996616103	0.00768992904574052
SAUSA300_0600	0	0.72	0	0.00240998589515584	0.140314973224201	0.00770078460071478
SAUSA300_0601	0	0.801	0	0.00268115474091246	0.140319776857432	0.00770104823433723
SAUSA300_0602	0	0.507	0	0.0016969561197584	0.140302343017455	0.00770009142806368
SAUSA300_0603	1	0.717	9.71111247846419	-0.021249488320791	0.139892160392511	0.00768916853811518
SAUSA300_0604	0	0.789	0	0.00264098099933108	0.140319065187293	0.00770100917636539
SAUSA300_0605	0	0.375	0	0.00125511040323545	0.14029451698814	0.00769966191890654
SAUSA300_0606	0	0.894	0	0.00299250808393481	0.140325292545624	0.00770135094705312
SAUSA300_0607	0	0.225	0	0.000753042615087907	0.140285624832735	0.00769917389847814
SAUSA300_0608	0	0.204	0	0.000682755637626542	0.140284380020898	0.00769910558055369
SAUSA300_0609	0	0.561	0	0.00187771821811111	0.140305544826545	0.0077002671501667
SAUSA300_0610	0	2.403	0	0.0080461611910323	0.140414849672362	0.00770626603292502
SAUSA300_0611	0	0.426	0	0.00142582062790098	0.140297540577794	0.00769982785994586
SAUSA300_0612	0	0.345	0	0.00115469432375903	0.140292738466848	0.00769956430987189
SAUSA300_0613	1	1.497	4.65121419309207	-0.0186377774944049	0.13993829178397	0.00769170414870696
SAUSA300_0614	1	0.483	14.4158750456704	-0.0220328353498189	0.139878326905401	0.00768840818089732
SAUSA300_0615	0	0.303	0	0.0010141139323423	0.140290248612862	0.00769942766137982
SAUSA300_0616	0	0.438	0	0.00146598826950139	0.140298252029584	0.00769986690593646
SAUSA300_0617	0	2.004	0	0.00670959652734382	0.140391158442361	0.00770496580776024
SAUSA300_0618	0	0.93	0	0.00311303521220907	0.140327427767112	0.00770146813255764
SAUSA300_0619	0	0.837	0	0.00280167717892255	0.140321911911088	0.00770116541062983
SAUSA300_0620	0	0.744	0	0.00249033126192444	0.140316396488675	0.00770086271249879
SAUSA300_0621	0	0.645	0	0.00215891182460837	0.140310525708923	0.00770054051160317
SAUSA300_0622	0	0.753	0	0.00252046098239589	0.140316930220255	0.00770089200482659
SAUSA300_0623	0	0.765	0	0.0025606341191633	0.14031764186871	0.00770093106161021
SAUSA300_0624	0	0.795	0	0.00266106784465592	0.14031942102148	0.007701028705301
SAUSA300_0625	0	0.813	0	0.00272132868622066	0.140320488534763	0.00770108729270496
SAUSA300_0626	0	1.104	0	0.00369560859280682	0.140337748920569	0.00770203457944331
SAUSA300_0627	0	1.062	0	0.00355498354792871	0.140335257468678	0.00770189784325542
SAUSA300_0628	0	0.399	0	0.00133544417212761	0.140295939837627	0.00769974000791768
SAUSA300_0629	0	1.296	0	0.00433849741921222	0.140349139541678	0.00770265972099145
SAUSA300_0630	2	1.728	8.05887459150327	-0.0415849864612028	0.139529144025102	0.00768082658753516
SAUSA300_0631	0	1.23	0	0.00411749855857124	0.140345223807117	0.00770244481713804
SAUSA300_0632	0	0.834	0	0.00279163357345169	0.140321733987482	0.0077011556458031
SAUSA300_0633	0	0.798	0	0.00267111128641773	0.140319598939202	0.00770103846980699
SAUSA300_0634	0	1.005	0	0.00336413922696011	0.140331876353991	0.00770171228048149
SAUSA300_0635	0	1.017	0	0.00340431660106333	0.140332588154086	0.00770175134558614
SAUSA300_0636	0	0.969	0	0.00324360831609738	0.140329740997086	0.00770159508754643
SAUSA300_0637	0	0.585	0	0.00195805824068884	0.140306967899717	0.00770034525145428
SAUSA300_0638	0	0.363	0	0.00121494382028686	0.140293805574191	0.00769962287499529
SAUSA300_0639	0	0.498	0	0.00166682950066388	0.140301809396765	0.00770006214182595
SAUSA300_0640	0	1.068	0	0.00357507268881818	0.140335613384945	0.00770191737669994
SAUSA300_0641	0	1.044	0	0.00349471642812205	0.140334189730683	0.007701839243518
SAUSA300_0642	0	0.429	0	0.00143586251897432	0.140297718440028	0.00769983762140644
SAUSA300_0643	0	0.507	0	0.0016969561197584	0.140302343017455	0.00770009142806368
SAUSA300_0644	0	0.924	0	0.00309294723092535	0.140327071892377	0.00770144860139246
SAUSA300_0645	0	0.675	0	0.00225934050786236	0.140312304681191	0.00770063814539085
SAUSA300_0646	0	1.041	0	0.00348467195317426	0.140334011775869	0.00770182947698359
SAUSA300_0647	0	0.762	0	0.00255059081564468	0.14031746395592	0.0077009212973762
SAUSA300_0648	0	1.89	0	0.00632776191514495	0.140384390987798	0.0077045943954404
SAUSA300_0649	0	0.618	0	0.00206852708788574	0.140308924672433	0.00770045264331139
SAUSA300_0650	1	1.008	6.90760679271709	-0.0202752189798048	0.139909367392808	0.00769011432038434
SAUSA300_0651	0	0.798	0	0.00267111128641773	0.140319598939202	0.00770103846980699
SAUSA300_0652	0	0.645	0	0.00215891182460837	0.140310525708923	0.00770054051160317
SAUSA300_0653	0	1.98	0	0.00662920877903161	0.140389733660868	0.00770488761271718
SAUSA300_0654	0	0.426	0	0.00142582062790098	0.140297540577794	0.00769982785994586
SAUSA300_0655	0	0.717	0	0.00239994278081213	0.140314795318172	0.0077007748368528
SAUSA300_0656	0	0.474	0	0.00158649240211162	0.140300386428246	0.00769998404628282
SAUSA300_0657	0	0.645	0	0.00215891182460837	0.140310525708923	0.00770054051160317
SAUSA300_0658	0	0.867	0	0.00290211393030404	0.140323691172108	0.00770126306026342
SAUSA300_0659	1	1.221	5.70259430553548	-0.0195620187914756	0.139921964890825	0.007690806741496
SAUSA300_0660	0	0.489	0	0.00163670299343721	0.140301275780224	0.00770003285581231
SAUSA300_0661	0	0.69	0	0.00230955532106236	0.140313194184273	0.00770068696321245
SAUSA300_0662	0	0.444	0	0.00148607216442542	0.140298607758189	0.00769988642908058
SAUSA300_0663	0	0.396	0	0.00132540240747403	0.14029576197983	0.00769973024670369
SAUSA300_0664	0	0.3	0	0.00100407256968538	0.140290070769503	0.0076994179009587
SAUSA300_0665	0	0.543	0	0.00181746373300484	0.140304477540601	0.00770020857524151
SAUSA300_0666	0	0.567	0	0.00189780314894961	0.140305900592093	0.00770028667534066
SAUSA300_0667	0	0.459	0	0.00153628212638068	0.140299497087586	0.007699935237372
SAUSA300_0668	0	0.684	0	0.00228946935703789	0.140312838381697	0.00770066743600996
SAUSA300_0669	0	0.876	0	0.00293224520237345	0.140324224959221	0.0077012923556369
SAUSA300_0670	1	1.632	4.26646301903114	-0.0181856640610931	0.139946279152107	0.0076921431741625
SAUSA300_0671	0	1.674	0	0.0056043357803901	0.140371570231455	0.00770389076502165
SAUSA300_0672	1	0.444	15.6821343402226	-0.0221633857327106	0.139876021590226	0.00768828146931379
SAUSA300_0673	0	0.927	0	0.00310299121565549	0.140327249829543	0.0077014583669626
SAUSA300_0674	0	0.909	0	0.00304272750008749	0.140326182213356	0.00770139977391224
SAUSA300_0675	0	0.288	0	0.000963907248205942	0.140289359400661	0.00769937885952252
SAUSA300_0676	0	1.554	0	0.0052024606343366	0.140364448600832	0.007703499914764
SAUSA300_0677	0	1.374	0	0.00459968576205938	0.140353767509686	0.00770291371373373
SAUSA300_0678	0	0.618	0	0.00206852708788574	0.140308924672433	0.00770045264331139
SAUSA300_0679	0	0.423	0	0.00141577874956056	0.140297362715955	0.00769981809851032
SAUSA300_0680	0	1.167	0	0.00390655079490898	0.140341486264332	0.00770223969282773
SAUSA300_0681	0	0.453	0	0.0015161981041274	0.140299141354474	0.00769991571398083
SAUSA300_0682	0	0.483	0	0.00161661871925389	0.140300920038049	0.00770001333192506
SAUSA300_0683	0	0.762	0	0.00255059081564468	0.14031746395592	0.0077009212973762
SAUSA300_0684	0	0.921	0	0.00308290325983762	0.140326893955654	0.00770143883584819
SAUSA300_0685	0	1.959	0	0.00655887016137058	0.14038848700079	0.0077048191933561
SAUSA300_0686	0	1.182	0	0.00395677594906374	0.140342376137385	0.00770228853095879
SAUSA300_0687	0	1.35	0	0.0045193192095212	0.140352343487006	0.00770283556033563
SAUSA300_0688	0	0.84	0	0.00281172079712633	0.140322089835148	0.00770117517548169
SAUSA300_0689	0	0.984	0	0.00329382930840438	0.14033063072127	0.0077016439175033
SAUSA300_0690	0	1.056	0	0.00353489445797095	0.140334901554216	0.00770187830991145
SAUSA300_0691	0	0.687	0	0.00229951233313841	0.140313016282774	0.00770067719959965
SAUSA300_0692	0	0.474	0	0.00158649240211162	0.140300386428246	0.00769998404628282
SAUSA300_0693	0	0.441	0	0.00147603021059695	0.140298429893624	0.00769987666749634
SAUSA300_0694	0	0.585	0	0.00195805824068884	0.140306967899717	0.00770034525145428
SAUSA300_0695	0	0.714	0	0.00238989968011083	0.140314617412597	0.00770076507301622
SAUSA300_0696	0	0.42	0	0.00140573688395307	0.140297184854567	0.00769980833709913
SAUSA300_0697	0	0.669	0	0.00223925467025765	0.140311948883147	0.00770061861843534
SAUSA300_0698	0	0.594	0	0.00198818595663397	0.140307501559603	0.00770037453984512
SAUSA300_0699	0	1.152	0	0.00385632595725838	0.140340596402506	0.00770219085531703
SAUSA300_0700	0	0.609	0	0.00203839906907888	0.140308391001765	0.00770042335432474
SAUSA300_0701	0	0.711	0	0.00237985659032347	0.140314439507474	0.00770075530920474
SAUSA300_0702	0	1.005	0	0.00336413922696011	0.140331876353991	0.00770171228048149
SAUSA300_0703	0	1.941	0	0.00649858040969775	0.140387418452598	0.00770476054915698
SAUSA300_0704	0	1.884	0	0.00630766586118625	0.140384034824074	0.00770457484841502
SAUSA300_0705	0	1.782	0	0.00596604067095541	0.140377980316916	0.00770424256416498
SAUSA300_0706	0	0.978	0	0.0032737408732828	0.140330274830227	0.00770162438544476
SAUSA300_0707	0	1.515	0	0.00507185555807155	0.140362134226444	0.00770337289697022
SAUSA300_0708	0	1.059	0	0.00354493899658337	0.14033507951124	0.00770188807657203
SAUSA300_0709	0	0.543	0	0.00181746373300484	0.140304477540601	0.00770020857524151
SAUSA300_0710	0	0.099	0	0.00033133001807073	0.140278156293252	0.00769876400912276
SAUSA300_0711	0	0.918	0	0.00307285930148282	0.140326716019428	0.00770142907032664
SAUSA300_0712	0	1.506	0	0.00504171622878857	0.140361600150904	0.00770334358576547
SAUSA300_0713	0	0.501	0	0.00167687169368946	0.140301987269885	0.00770007190388125
SAUSA300_0714	0	0.867	0	0.00290211393030404	0.140323691172108	0.00770126306026342
SAUSA300_0715	0	0.399	0	0.00133544417212761	0.140295939837627	0.00769974000791768
SAUSA300_0716	1	2.106	3.30620496061673	-0.0165980412002682	0.1399743309114	0.00769368503830041
SAUSA300_0717	0	0.972	0	0.00325365248818343	0.140329918941012	0.00770160485348815
SAUSA300_0718	0	0.972	0	0.00325365248818343	0.140329918941012	0.00770160485348815
SAUSA300_0719	0	0.957	0	0.00320343174962545	0.140329029225928	0.00770155602402653
SAUSA300_0720	0	0.762	0	0.00255059081564468	0.14031746395592	0.0077009212973762
SAUSA300_0721	1	1.029	6.76663522551878	-0.0202049062936567	0.139910609298815	0.007690182581714
SAUSA300_0722	0	0.924	0	0.00309294723092535	0.140327071892377	0.00770144860139246
SAUSA300_0723	0	0.519	0	0.00173712512287238	0.140303054517955	0.00770013047672673
SAUSA300_0724	0	0.879	0	0.00294228898428628	0.140324402889142	0.00770130212081102
SAUSA300_0725	0	0.321	0	0.0010743623693088	0.140291315682345	0.00769948622442537
SAUSA300_0726	0	1.125	0	0.00376592204293047	0.140338994679722	0.00770210294935851
SAUSA300_0727	1	1.227	5.67470875880915	-0.0195419277242763	0.139922319782728	0.00769082624812183
SAUSA300_0728	0	0.495	0	0.00165678731855223	0.140301631524152	0.00770005237979671
SAUSA300_0729	0	0.762	0	0.00255059081564468	0.14031746395592	0.0077009212973762
SAUSA300_0730	0	1.071	0	0.0035851172783623	0.140335791343805	0.00770192714345804
SAUSA300_0731	0	1.056	0	0.00353489445797095	0.140334901554216	0.00770187830991145
SAUSA300_0732	0	0.642	0	0.00214886902585931	0.140310347814193	0.0077005307483609
SAUSA300_0733	0	0.867	0	0.00290211393030404	0.140323691172108	0.00770126306026342
SAUSA300_0734	0	1.083	0	0.00362529576204906	0.140336503183563	0.0077019662107425
SAUSA300_0735	0	0.675	0	0.00225934050786236	0.140312304681191	0.00770063814539085
SAUSA300_0736	0	0.573	0	0.00191788812981031	0.140306256359508	0.0077003062006125
SAUSA300_0737	0	2.532	0	0.00847833136822373	0.140422510953534	0.00770668650035316
SAUSA300_0738	0	1.111	0	0.00371904634039311	0.140338164171205	0.00770205736927996
SAUSA300_0739	0	0.84	0	0.00281172079712633	0.140322089835148	0.00770117517548169
SAUSA300_0740	1	0.651	10.6956492274329	-0.0214704401205381	0.139888258362749	0.00768895406315934
SAUSA300_0741	0	1.986	0	0.00664930563971211	0.140390089853549	0.00770490716132921
SAUSA300_0742	1	2.847	2.44568586127813	-0.0141154930688572	0.140018206517118	0.00769609665969482
SAUSA300_0743	0	0.933	0	0.00312307922149557	0.140327605705188	0.00770147789817852
SAUSA300_0744	0	0.84	0	0.00281172079712633	0.140322089835148	0.00770117517548169
SAUSA300_0745	0	0.486	0	0.00162666085043384	0.140301097908899	0.0077000230938567
SAUSA300_0746	0	1.44	0	0.00482069794315976	0.140357683721034	0.00770312864375252
SAUSA300_0747	0	0.936	0	0.003133123243515	0.140327783643686	0.00770148766382217
SAUSA300_0748	0	0.912	0	0.00305277142206251	0.140326360148261	0.00770140953936018
SAUSA300_0749	1	0.996	6.99083097094259	-0.020315397379818	0.139908657742121	0.00769007531445455
SAUSA300_0750	0	0.945	0	0.00316325538415185	0.140328317461957	0.00770151696090329
SAUSA300_0751	0	0.072	0	0.000240965925058845	0.140276555995358	0.00769867618136715
SAUSA300_0752	0	0.588	0	0.0019681007993313	0.1403071457859	0.00770035501422583
SAUSA300_0753	0	0.903	0	0.00302263969524574	0.140325826344906	0.00770138024309478
SAUSA300_0754	1	0.63	11.0521708683473	-0.021540741685385	0.139887016853437	0.0076888858236377
SAUSA300_0755	0	1.014	0	0.00339427223707389	0.140332410203411	0.00770174157927316
SAUSA300_0756	2	1.011	13.7742188863676	-0.0439860856040468	0.139486857360019	0.00767849878323826
SAUSA300_0757	0	1.191	0	0.00398691119198702	0.140342910066689	0.00770231783413436
SAUSA300_0758	0	0.762	0	0.00255059081564468	0.14031746395592	0.0077009212973762
SAUSA300_0759	0	1.518	0	0.00508190202663172	0.140362312252529	0.0077033826674216
SAUSA300_0760	0	1.305	0	0.00436863410095611	0.140349673522434	0.00770268902699151
SAUSA300_0761	0	0.459	0	0.00153628212638068	0.140299497087586	0.007699935237372
SAUSA300_0762	0	0.234	0	0.000783165792654472	0.140286158330276	0.00769920317795823
SAUSA300_0763	0	0.741	0	0.00248028804662681	0.140316218579054	0.00770085294843927
SAUSA300_0764	2	2.373	5.86840931062691	-0.0394243860218921	0.139567206242872	0.00768292184366455
SAUSA300_0765	0	0.465	0	0.00155636619774668	0.140299852822476	0.00769995476086211
SAUSA300_0766	0	0.359	0	0.00120155500417241	0.140293568437833	0.00769960986044693
SAUSA300_0767	0	0.324	0	0.00108440382018671	0.140291493528821	0.00769949598501944
SAUSA300_0768	0	0.147	0	0.000491979815251398	0.140281001357376	0.00769892015230214
SAUSA300_0769	0	0.729	0	0.00244011531276556	0.140315506945006	0.0077008138924486
SAUSA300_0770	0	0.444	0	0.00148607216442542	0.140298607758189	0.00769988642908058
SAUSA300_0771	0	0.531	0	0.0017772943269847	0.140303766025676	0.00770016952578682
SAUSA300_0772	1	2.802	2.48496347146996	-0.0142662770731476	0.140015541222139	0.00769595016183637
SAUSA300_0773	0	1.527	0	0.00511204150870981	0.14036284633351	0.00770341197892169
SAUSA300_0774	0	1.023	0	0.00342440536269351	0.140332944056813	0.00770177087828626
SAUSA300_0775	0	0.471	0	0.00157645032186338	0.140300208559211	0.00769997428445049
SAUSA300_0776	0	0.687	0	0.00229951233313841	0.140313016282774	0.00770067719959965
SAUSA300_0777	0	0.201	0	0.000672714691518195	0.140284202192479	0.00769909582094988
SAUSA300_0778	0	0.219	0	0.000732960557343176	0.140285269169925	0.00769915437894678
SAUSA300_0779	0	0.285	0	0.00095386594921365	0.140289181559633	0.00769936909922548
SAUSA300_0780	0	0.57	0	0.001907845632104	0.140306078475553	0.00770029643796422
SAUSA300_0781	0	0.237	0	0.000793206877915509	0.140286336163646	0.00769921293783597
SAUSA300_0782	1	0.204	34.1317041522491	-0.0229667258126938	0.139861836707578	0.00768750179765154
SAUSA300_0783	0	0.561	0	0.00187771821811111	0.140305544826545	0.0077002671501667
SAUSA300_0784	0	0.618	0	0.00206852708788574	0.140308924672433	0.00770045264331139
SAUSA300_0785	0	0.495	0	0.00165678731855223	0.140301631524152	0.00770005237979671
SAUSA300_0786	0	0.423	0	0.00141577874956056	0.140297362715955	0.00769981809851032
SAUSA300_0787	0	0.717	0	0.00239994278081213	0.140314795318172	0.0077007748368528
SAUSA300_0788	0	0.54	0	0.0018074213617183	0.140304299661176	0.00770019881284053
SAUSA300_0789	1	0.321	21.6911764705882	-0.0225751076004599	0.139868751478455	0.00768788186783154
SAUSA300_0790	0	0.357	0	0.00119486060384588	0.140293449869953	0.00769960335318875
SAUSA300_0791	0	0.381	0	0.00127519376883356	0.140294872697789	0.00769968144101087
SAUSA300_0792	0	0.114	0	0.000381532733172207	0.140279045363364	0.00769881280318547
SAUSA300_0793	0	0.879	0	0.00294228898428628	0.140324402889142	0.00770130212081102
SAUSA300_0794	0	0.387	0	0.00129527718627287	0.140295228409281	0.00769970096321356
SAUSA300_0795	0	0.297	0	0.000994031220670877	0.140289892926619	0.00769940814056196
SAUSA300_0796	0	1.026	0	0.00343444976306273	0.140333122008852	0.00770178064467425
SAUSA300_0797	0	0.696	0	0.00232964133510905	0.140313549988624	0.0077007064905154
SAUSA300_0798	0	0.822	0	0.00275145927616904	0.140321022297489	0.00770111658674054
SAUSA300_0799	0	1.221	0	0.00408736282361133	0.140344689860269	0.0077024155129965
SAUSA300_0800	0	0.729	0	0.00244011531276556	0.140315506945006	0.0077008138924486
SAUSA300_0801	0	0.729	0	0.00244011531276556	0.140315506945006	0.0077008138924486
SAUSA300_0802	0	0.459	0	0.00153628212638068	0.140299497087586	0.007699935237372
SAUSA300_0803	0	0.333	0	0.00111452824558	0.14029202707099	0.00769952526695074
SAUSA300_0804	0	0.243	0	0.00081328908481737	0.140286691831839	0.0076992324576625
SAUSA300_0805	0	0.273	0	0.000913700879664248	0.140288470199799	0.00769933005828432
SAUSA300_0806	0	0.204	0	0.000682755637626542	0.140284380020898	0.00769910558055369
SAUSA300_0807	0	0.384	0	0.0012852354716415	0.140295050553282	0.00769969120210005
SAUSA300_0808	0	0.249	0	0.00083337134356043	0.140287047501861	0.00769925197758846
SAUSA300_0809	0	2.373	0	0.0079456598436991	0.140413068098885	0.00770616825637763
SAUSA300_0810	0	0.345	0	0.00115469432375903	0.140292738466848	0.00769956430987189
SAUSA300_0811	0	0.207	0	0.000692796596467815	0.140284557849798	0.00769911534018336
SAUSA300_0812	0	0.858	0	0.00287198277192147	0.140323157389052	0.00770123376511403
SAUSA300_0813	0	0.441	0	0.00147603021059695	0.140298429893624	0.00769987666749634
SAUSA300_0814	0	0.969	0	0.00324360831609738	0.140329740997086	0.00770159508754643
SAUSA300_0815	0	0.555	0	0.00185763334002331	0.140305189062721	0.0077002476250929
SAUSA300_0816	0	0.195	0	0.000652632837500278	0.140283846536916	0.00769907630181426
SAUSA300_0817	0	0.852	0	0.00285189539727071	0.140322801535979	0.00770121423513734
SAUSA300_0818	0	0.762	0	0.00255059081564468	0.14031746395592	0.0077009212973762
SAUSA300_0819	0	1.308	0	0.00437867968639694	0.140349851516914	0.00770269879570703
SAUSA300_0820	0	1.242	0	0.00415767971526293	0.140345935742594	0.00770248388967374
SAUSA300_0821	0	0.465	0	0.00155636619774668	0.140299852822476	0.00769995476086211
SAUSA300_0822	0	1.398	0	0.00468005312131936	0.140355191561247	0.00770299186871571
SAUSA300_0823	0	0.315	0	0.00105427950757075	0.140290959990724	0.00769946670331113
SAUSA300_0824	0	1.041	0	0.00348467195317426	0.140334011775869	0.00770182947698359
SAUSA300_0825	0	1.068	0	0.00357507268881818	0.140335613384945	0.00770191737669994
SAUSA300_0826	1	0.849	8.20125753481605	-0.0208075664149874	0.139899965105247	0.00768959752392157
SAUSA300_0827	0	0.828	0	0.00277154639888977	0.140321378141602	0.00770113611622228
SAUSA300_0828	0	1.32	0	0.00441886215548948	0.140350563499333	0.00770273787081992
SAUSA300_0829	0	0.918	0	0.00307285930148282	0.140326716019428	0.00770142907032664
SAUSA300_0830	0	0.384	0	0.0012852354716415	0.140295050553282	0.00769969120210005
SAUSA300_0831	0	0.267	0	0.000893618419922859	0.140288114522636	0.0076993105379612
SAUSA300_0832	0	0.435	0	0.00145594633931978	0.140298074165928	0.00769985714440188
SAUSA300_0833	0	0.78	0	0.00261085082593127	0.140318531439479	0.00770097988314632
SAUSA300_0834	0	0.96	0	0.00321347587259879	0.140329207168019	0.00770156578987
SAUSA300_0835	0	1.458	0	0.00488097505103724	0.140358751816604	0.00770318726311184
SAUSA300_0836	0	1.215	0	0.00406727239669635	0.140344333897928	0.00770239597702533
SAUSA300_0837	0	0.237	0	0.000793206877915509	0.140286336163646	0.00769921293783597
SAUSA300_0838	0	1.176	0	0.00393668584956686	0.140342020186832	0.00770226899563248
SAUSA300_0839	0	0.243	0	0.00081328908481737	0.140286691831839	0.0076992324576625
SAUSA300_0840	0	0.324	0	0.00108440382018671	0.140291493528821	0.00769949598501944
SAUSA300_0841	0	1.065	0	0.00356502811200698	0.14033543542657	0.0077019076099654
SAUSA300_0842	0	0.237	0	0.000793206877915509	0.140286336163646	0.00769921293783597
SAUSA300_0843	0	0.36	0	0.00120490220569991	0.140293627721866	0.00769961311408059
SAUSA300_0844	1	1.209	5.75919573784849	-0.0196022007730789	0.139921255112308	0.00769076772854168
SAUSA300_0845	0	1.476	0	0.00494125261275258	0.140359819928398	0.00770324588336304
SAUSA300_0846	0	1.317	0	0.00440881651911695	0.140350385503035	0.00770272810200505
SAUSA300_0847	0	0.375	0	0.00125511040323545	0.14029451698814	0.00769966191890654
SAUSA300_0848	0	1.155	0	0.00386637089968644	0.140340774373958	0.00770220062277053
SAUSA300_0849	0	0.357	0	0.00119486060384588	0.140293449869953	0.00769960335318875
SAUSA300_0850	0	0.294	0	0.000983989882570313	0.140289715084221	0.00769939838019165
SAUSA300_0851	0	0.48	0	0.00160657660171637	0.140300742167695	0.00770000357002024
SAUSA300_0852	0	1.497	0	0.00501157701137345	0.140361066079389	0.00770331427478472
SAUSA300_0853	0	0.33	0	0.00110448675832231	0.140291849223123	0.00769951550628159
SAUSA300_0854	0	0.429	0	0.00143586251897432	0.140297718440028	0.00769983762140644
SAUSA300_0855	0	2.406	0	0.00805621139397772	0.140415027832204	0.00770627581071582
SAUSA300_0856	0	0.384	0	0.0012852354716415	0.140295050553282	0.00769969120210005
SAUSA300_0857	0	0.594	0	0.00198818595663397	0.140307501559603	0.00770037453984512
SAUSA300_0858	0	0.345	0	0.00115469432375903	0.140292738466848	0.00769956430987189
SAUSA300_0859	1	1.128	6.17275500625782	-0.0198734238756515	0.139916464295766	0.00769050440144907
SAUSA300_0860	0	1.191	0	0.00398691119198702	0.140342910066689	0.00770231783413436
SAUSA300_0861	0	1.245	0	0.00416772503695029	0.14034611372761	0.0077024936578703
SAUSA300_0862	0	0.93	0	0.00311303521220907	0.140327427767112	0.00770146813255764
SAUSA300_0863	0	1.38	0	0.00461977752593157	0.140354123519878	0.00770293325233024
SAUSA300_0864	0	1.206	0	0.00403713685091134	0.140343799957839	0.00770236667325565
