"sample_id","well_id","time_of_max_rate_OD","max_rate_OD","doubling_time_OD","AUC_OD","time_of_max_OD","max_OD","time_of_min_OD","min_OD","end_point_OD","end_point_timepoint_OD","well_row","well_col","well","experiment","plate","replicate","strain_group.x","sd","outlier_sd","outlier_mad","outlier_tukey","proportion_outlier_sd","proportion_outlier_mad","proportion_outlier_tukey","outlier_curve","strain_group.y","ST.x","mecA.x","mortality.x","intrahost_index.x","included.x","unrelated_to_index.x","mut_count.x","scv.x","vanco_difference.x","persister_type.x","intrahost_sampledelay.x","sample_type.x","genes.x","strain_group","ST.y","mecA.y","mortality.y","intrahost_index.y","included.y","unrelated_to_index.y","mut_count.y","scv.y","vanco_difference.y","persister_type.y","intrahost_sampledelay.y","sample_type.y","genes.y","ST","mecA","mortality","intrahost_index","included","unrelated_to_index","mut_count","scv","vanco_difference","persister_type","intrahost_sampledelay","sample_type","genes"
"BPH2797","exp191120_4_A02",270,0.0262107691711596,26.4470875240045,124.000333333333,930,6.95290902923183,0,0.0115465492869627,6.95290902923183,930,"A",4,"A02","exp191120","4",2,"VAN-081",0.176038754739804,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-081","12",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-081","12",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2798","exp191120_4_B11",405,0.014235421066105,52.6496018416952,61.2459794116863,930,4.32589520898332,0,0.0176031840798023,4.32589520898332,930,"B",8,"B11","exp191120","4",2,"VAN-082",1.35347590944598,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-082","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-082","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2799","exp191120_4_A06",330,0.0240945438384326,28.8376707446121,108.526529411532,900,5.88392015451621,0,0.0176912576840613,5.88392015451621,930,"A",4.5,"A06","exp191120","4",2,"VAN-082",0.36287910201378,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-082","239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-082","239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2800","exp191120_4_F07",300,0.0250151309330389,27.7091166308655,116.234333333333,930,6.54860956057595,0,0.0149158267546899,6.54860956057595,930,"F",8,"F07","exp191120","4",2,"VAN-082",1.48689828947976,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-082","239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-082","239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2801","exp191120_4_A10",315,0.0260142755040421,26.644877954693,113.751529411532,840,5.77617784183175,0,0.0207737214834899,5.75300810774469,930,"A",9.5,"A10","exp191120","4",2,"VAN-083",0.37055666528591,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-083","59",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-083","59",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"59",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2802","exp191120_4_A12",315,0.0266127623229787,26.0662208058655,110.633792156706,795,5.7769419391762,15,0.0194137924939157,5.75052224511378,930,"A",9,"A12","exp191120","4",2,"VAN-083",0.428893481787728,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-083","59",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-083","59",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2803","exp191120_4_C08",270,0.0256106931666084,27.0647567424564,114.772666666667,780,5.61555755804819,0,0.0213603823378196,5.52702020933765,930,"C",9,"C08","exp191120","4",2,"VAN-083",0.185533513192351,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-083","59",0,NA,0,TRUE,0,24,FALSE,-0.5,"Relapse (after treatment)",31,"paired-invasive","putative epimerase/dehydratase / pta / nfo / comEA / cycA_2 / Hyaluronate lyase / ebh_3 / msbA","VAN-083","59",0,NA,0,TRUE,0,24,FALSE,-0.5,"Relapse (after treatment)",31,"paired-invasive","putative epimerase/dehydratase / pta / nfo / comEA / cycA_2 / Hyaluronate lyase / ebh_3 / msbA","59",0,NA,0,TRUE,0,24,FALSE,-0.5,"Relapse (after treatment)",31,"paired-invasive","putative epimerase/dehydratase / pta / nfo / comEA / cycA_2 / Hyaluronate lyase / ebh_3 / msbA"
"BPH2804","exp191120_4_C11",870,0.0228205207310831,30.3738546866651,117.555333333333,930,7.99062361652396,0,-0.00171748879629446,7.99062361652396,930,"C",11,"C11","exp191120","4",1,"VAN-083",1.095565242238,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-083","1",0,NA,0,FALSE,1,NA,FALSE,-0.75,"Relapse (after treatment)",171,"paired-invasive",NA,"VAN-083","1",0,NA,0,FALSE,1,NA,FALSE,-0.75,"Relapse (after treatment)",171,"paired-invasive",NA,"1",0,NA,0,FALSE,1,NA,FALSE,-0.75,"Relapse (after treatment)",171,"paired-invasive",NA
"BPH2805","exp191120_4_E03",270,0.025299007506514,27.3982078729285,109.667333333333,795,5.37967208331412,0,0.0148215625107722,5.23054188600562,930,"E",3,"E03","exp191120","4",2,"VAN-084",0.197773966500007,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-084","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-084","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2806","exp191120_4_C06",255,0.0258713081591085,26.7959181754854,119.423,900,5.83241578646353,0,0.0156025859534876,5.80806086873865,930,"C",6,"C06","exp191120","4",2,"VAN-085",0.453021290052446,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-085","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-085","45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2807","exp191120_4_A01",240,0.0407461366995649,17.011359522763,133.170333333333,930,6.55604477700373,0,0.00442241215362899,6.45253148125445,930,"A",4,"A01","exp191120","4",2,"VAN-086",0.421459328842545,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-086","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-086","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2808","exp191120_4_B10",240,0.0323179086320632,21.4477733832152,126.256666666667,930,6.35888604029618,0,0.0205152043041955,6.33748363779127,930,"B",10,"B10","exp191120","4",2,"VAN-086",0.280214874099206,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-086","22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-086","22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2809","exp191120_4_B01",300,0.042085602683337,16.46993594877,133.184666666667,630,6.27125432439157,0,0.0120134414263057,6.27125432439157,930,"B",3,"B01","exp191120","4",2,"VAN-087",0.410423236834043,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-087","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-087","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2810","exp191120_4_B05",270,0.0269669782676963,25.7037088110611,115.927,780,5.62660561298127,0,0.0154706383429276,5.56736648633067,930,"B",2,"B05","exp191120","4",2,"VAN-088",0.118352287162253,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-088","508",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-088","508",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"508",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2811","exp191120_4_F05",225,0.0255912666888703,27.0853908189732,129.0475,930,6.08376095151707,0,0.0564937933924946,6.08376095151707,930,"F",5,"F05","exp191120","4",2.5,"VAN-089",1.69410348682219,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-089","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-089","15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2812","exp200320_5_A03",270,0.0273689657929508,25.3260275088098,120.671955555667,870,5.82514363905494,0,0.0237833743797609,5.82514363905494,930,"A",7,"A03","exp200320","5",2,"VAN-090",0.316002109697599,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-090","1",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-090","1",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2813","exp200320_5_H07",285,0.0262787864944643,26.3770503657336,111.115455555667,675,5.37930001717626,15,0.0382758003242413,5.18316637533855,930,"H",8,"H07","exp200320","5",1.5,"VAN-090",0.509250345870456,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-090","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-090","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2814","exp200320_5_B02",240,0.026697366086639,25.9631297825607,125.316955555667,840,5.81694674593819,0,0.0430003811832613,5.74886616915609,930,"B",3,"B02","exp200320","5",2,"VAN-090",0.0642806347199526,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-090","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-090","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2815","exp200320_5_E08",240,0.0281534767684273,24.6203048476511,129.756955555667,810,5.94603981802863,0,0.0477116871065016,5.89943363975018,930,"E",8,"E08","exp200320","5",2,"VAN-090",0.0705005910140713,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-090","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-090","1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2816","exp200320_5_A07",300,0.0265605100833228,26.0969077169632,113.105955555667,780,5.75936113436708,30,0.034153194247957,5.6943625886542,930,"A",7,"A07","exp200320","5",2,"VAN-091",0.00776745346515403,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-091","15",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-091","15",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",0,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2817","exp200320_5_D09",210,0.0290827176738803,23.8336454086777,147.035955555667,930,6.56814580207234,0,0.0326658607004803,6.56814580207234,930,"D",9,"D09","exp200320","5",2,"VAN-092",0.0509345985881241,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-092","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-092","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2818","exp200320_5_C01",285,0.0305569032900025,22.7002496565095,126.565955555667,660,5.98551505427553,15,0.0252474824201404,5.83057915401302,930,"C",3.5,"C01","exp200320","5",1.5,"VAN-093",0.23531453047314,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-093","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-093","5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2819","exp200320_5_D04",240,0.0289108622388027,23.9753202389667,133.332955555667,720,6.06468823713346,30,0.0386805167332728,5.94190387689504,930,"D",4,"D04","exp200320","5",2,"VAN-094",0.0436157463920241,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-094","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-094","5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"5",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2820","exp200320_5_C07",270,0.0287903120503809,24.075709195058,127.540955555667,690,6.00187683125729,0,0.0340645499019979,5.92820157101842,930,"C",7,"C07","exp200320","5",2,"VAN-094",0.329054706697838,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-094","5",0,NA,0,TRUE,0,2,FALSE,-0.5,"Persistent",3,"paired-invasive","cmpD / pckA","VAN-094","5",0,NA,0,TRUE,0,2,FALSE,-0.5,"Persistent",3,"paired-invasive","cmpD / pckA","5",0,NA,0,TRUE,0,2,FALSE,-0.5,"Persistent",3,"paired-invasive","cmpD / pckA"
"BPH2821","exp200320_5_C02",270,0.0285264377478239,24.2984135168725,130.588955555667,870,6.37704021095867,30,0.0161468662623298,6.26214557608181,930,"C",2,"C02","exp200320","5",2,"VAN-095",0.142703655641099,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-095","12",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-095","12",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2822","exp200320_5_B08",210,0.0265472732800491,26.1318633881235,132.333955555667,795,5.94663419697285,0,0.0739463525716443,5.910701773049,930,"B",6.5,"B08","exp200320","5",2.5,"VAN-096",0.266131998566852,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-096","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-096","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2823","exp200320_5_B09",270,0.0333406194689484,20.7898710821946,135.493955555667,630,6.38424991118958,0,0.00991155686214364,5.92659803813161,930,"B",9,"B09","exp200320","5",2,"VAN-097",0.148893698098118,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-097","78",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-097","78",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2824","exp200320_5_A02",360,0.0279075231526733,24.8372876649768,113.764455555667,870,6.34017869088076,0,0.014226652163115,6.34017869088076,930,"A",4,"A02","exp200320","5",2,"VAN-098",0.154851541806984,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-098","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-098","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2825","exp200320_5_B11",330,0.0269518019203788,25.7180274108442,117.066955555667,930,6.37111206070148,0,0.0382498392615207,6.37111206070148,930,"B",5,"B11","exp200320","5",2,"VAN-098",0.283768097807582,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-098","239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-098","239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2827","exp200320_5_B07",300,0.0233952018474551,29.67177953753,123.151455555667,930,6.45647292850741,0,0.0527029069030638,6.45647292850741,930,"B",7.5,"B07","exp200320","5",2.5,"VAN-100",0.0787385809133861,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-100","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-100","239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"239",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2828","exp200320_5_F03",210,0.0297644989695625,23.2877153843162,132.849955555667,930,5.9287813114242,0,0.0232482962522586,5.90635650313424,930,"F",6,"F03","exp200320","5",2,"VAN-101",0.418516825627517,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-101","22",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-101","22",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2829","exp200320_5_A10",240,0.0282156449792618,24.5660583364088,130.323955555667,720,6.04910765648795,30,0.0364619864071292,5.8852108265775,930,"A",10,"A10","exp200320","5",2,"VAN-102",0.175186567217163,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-102","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-102","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2830","exp200320_5_A12",270,0.0285101917918994,24.312259476167,121.218955555667,930,5.76230353976966,0,0.0292104267377919,5.76230353976966,930,"A",11,"A12","exp200320","5",2,"VAN-103",0.162346337603696,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-103","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-103","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2831","exp200320_5_C08",240,0.028324225412042,24.4735668865973,128.912455555667,690,5.93257885063722,0,0.0364354520124389,5.6673422277104,930,"C",8.5,"C08","exp200320","5",1.5,"VAN-104",0.153833665679866,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-104","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-104","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2832","exp200320_5_A09",240,0.0286906538618524,24.1593371798879,131.236955555667,690,5.99890581090635,0,0.0152608036996574,5.86411057124752,930,"A",9,"A09","exp200320","5",2,"VAN-104",0.272140282452513,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-104","8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-104","8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2833","exp200320_5_E03",240,0.028378578333705,24.4252295269803,129.046955555667,735,5.94848332950009,0,0.0295422025922903,5.78867580214958,930,"E",2.5,"E03","exp200320","5",1.5,"VAN-104",0.651978474865449,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-104","8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-104","8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2834","exp200320_5_C06",270,0.0283022845644772,24.4908561703153,126.773955555667,780,6.15832679517724,0,0.00947864074435068,6.1154726408344,930,"C",6,"C06","exp200320","5",2,"VAN-105",0.0160934769394309,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-105","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-105","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2835","exp200320_5_A01",270,0.0286170402774704,24.2214839074621,126.905955555667,870,6.09700903431244,30,0.0157007301872278,6.09700903431244,930,"A",3,"A01","exp200320","5",2,"VAN-106",0.28831406486677,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-106","72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-106","72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2836","exp200320_5_B10",270,0.0268428173589128,25.8224452110201,116.945955555667,660,5.58572839996116,30,0.040190932942257,5.45959310054795,930,"B",10,"B10","exp200320","5",2,"VAN-107",0.157010615352381,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-107","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-107","8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2837","exp200320_5_B01",300,0.0286769914533527,24.170847269228,115.391955555667,780,5.83454047861162,0,0.0162477986265059,5.78389879223148,930,"B",3,"B01","exp200320","5",2,"VAN-108",0.0176162803489651,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-108","59",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-108","59",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2838","exp200320_5_B05",240,0.0258257087754057,26.8394252637141,128.179955555667,690,5.8460407647151,0,0.0314014724389233,5.53679649348916,930,"B",2,"B05","exp200320","5",2,"VAN-109",0.190694345310325,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-109","12",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-109","12",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2839","exp200320_5_F05",270,0.0287509643081121,24.1086585177379,132.785955555667,780,6.40817550916435,0,0.0241106979392232,6.06953774007455,930,"F",5,"F05","exp200320","5",2,"VAN-110",0.247712198596139,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-110","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-110","1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2840","exp200321_6_A03",360,0.0294868547419724,23.5069893559485,109.934511111333,870,6.32962096893591,60,0.0252438581736927,6.27435120912826,930,"A",7,"A03","exp200321","6",2,"VAN-111",0.408121305496295,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-111","8",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"VAN-111","8",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA,"8",0,"Survived",1,TRUE,NA,NA,FALSE,0,NA,NA,"index",NA
"BPH2841","exp200321_6_C10",330,0.0281459143053543,24.6269200225656,116.240511111333,750,5.93464440269809,90,0.0415915447433584,5.74825817298097,930,"C",9,"C10","exp200321","6",2,"VAN-111",0.281169581095348,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-111","8",0,NA,0,TRUE,0,1,FALSE,0,"Persistent",5,"paired-invasive",NA,"VAN-111","8",0,NA,0,TRUE,0,1,FALSE,0,"Persistent",5,"paired-invasive",NA,"8",0,NA,0,TRUE,0,1,FALSE,0,"Persistent",5,"paired-invasive",NA
"BPH2842","exp200321_6_B02",360,0.0293211758052699,23.6398153049294,116.090044444333,900,6.35317117513976,60,0.00984450795744567,6.35317117513976,930,"B",3,"B02","exp200321","6",2,"VAN-112",0.132198083697659,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-112","22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-112","22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2843","exp200321_6_E08",270,0.0288543510425072,24.0222758619255,127.689511111333,870,6.48435340443466,60,0.0780051113918512,6.43928122312923,930,"E",8,"E08","exp200321","6",2,"VAN-112",0.0299388265189759,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-112","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-112","22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2844","exp200321_6_A07",345,0.0561582201066026,12.3428134262478,119.483511111333,870,6.25380894841042,60,0.025265232049014,6.23085760296531,930,"A",9,"A07","exp200321","6",1.5,"VAN-113",0.143845447784527,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-113","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-113","20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2845","exp200321_6_D09",390,0.0203578638481703,34.048129299295,95.5045111113334,930,5.66998641928013,60,0.0427921338304119,5.66998641928013,930,"D",9,"D09","exp200321","6",2,"VAN-114",0.263398936975835,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-114","1",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-114","1",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",1,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2846","exp200321_6_A11",330,0.0279930132587797,24.761435082111,102.799844444333,870,5.41768913261613,60,0.00896959630226555,5.32034393490271,930,"A",6,"A11","exp200321","6",2,"VAN-115",0.868988108856119,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-115","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-115","-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-",0,"Survived",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BPH2847","exp200321_6_D04",285,0.0293869658178795,23.6796659338778,127.826327777833,840,6.62797079077682,15,0.0377470743748054,6.5586863785104,930,"D",7,"D04","exp200321","6",2,"VAN-116",0.598862641628533,FALSE,FALSE,FALSE,0,0,0,FALSE,"VAN-116","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VAN-116","22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22",1,"Died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
