			Database Name	ODA											
THP1 (Cas9)	WT	3	2	7	1	1	23	325	1010	[310,998,347,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	1	24	940	638	[926,622,954,657]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	2	1	1272	104	[1256,90,1286,118]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	2	2	1233	122	[1220,109,1247,137]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	2	3	170	468	[159,439,182,497]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	2	4	584	541	[565,508,594,556]	49	0.34163	1	49	1003.04
THP1 (Cas9)	WT	3	2	7	1	2	5	955	594	[936,569,992,609]	27	0.286863	1	27	822.444
THP1 (Cas9)	WT	3	2	7	1	3	1	1062	49	[1012,2,1081,88]	32	0.287402	1	32	921.438
THP1 (Cas9)	WT	3	2	7	1	3	2	1230	281	[1213,264,1245,300]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	3	3	723	361	[704,339,743,384]	73	0.369354	3	73	765.986
THP1 (Cas9)	WT	3	2	7	1	3	4	659	445	[613,416,708,466]	50	0.342454	2	50	873.68
THP1 (Cas9)	WT	3	2	7	1	3	5	1318	507	[1307,492,1329,521]	85	0.295154	2	85	1099.16
THP1 (Cas9)	WT	3	2	7	1	3	6	367	565	[356,552,392,577]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	3	7	599	647	[586,633,614,661]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	3	8	353	655	[343,645,369,666]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	3	9	1290	708	[1279,658,1303,754]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	3	10	587	772	[568,753,617,794]	74	0.338633	2	74	970.689
THP1 (Cas9)	WT	3	2	7	1	3	11	1046	792	[1027,772,1068,815]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	3	12	1255	962	[1239,938,1282,989]	53	0.281717	1	53	751.642
THP1 (Cas9)	WT	3	2	7	1	3	13	1348	114	[1337,96,1358,133]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	3	14	539	558	[481,535,617,586]	49	0.289872	1	49	815.041
THP1 (Cas9)	WT	3	2	7	1	4	1	39	36	[19,20,54,67]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	4	2	533	190	[520,172,546,206]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	4	3	901	242	[874,219,928,265]	94	0.344739	3	94	830.351
THP1 (Cas9)	WT	3	2	7	1	4	4	1344	426	[1329,411,1358,447]	27	0.316032	1	27	1024.19
THP1 (Cas9)	WT	3	2	7	1	4	5	529	437	[514,423,544,454]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	4	6	42	544	[25,530,60,558]	26	0.368014	1	26	1200.46
THP1 (Cas9)	WT	3	2	7	1	4	7	609	561	[590,543,640,602]	23	0.303811	1	23	766.957
THP1 (Cas9)	WT	3	2	7	1	4	8	703	616	[693,603,714,629]	47	0.358761	1	47	1039.06
THP1 (Cas9)	WT	3	2	7	1	4	9	381	783	[371,767,391,800]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	4	10	62	820	[45,803,78,843]	30	0.328759	1	30	857.567
THP1 (Cas9)	WT	3	2	7	1	4	11	834	926	[821,913,847,941]	42	0.312328	1	42	1159.45
THP1 (Cas9)	WT	3	2	7	1	4	12	616	929	[589,914,674,946]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	5	1	703	146	[686,122,725,161]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	5	2	649	259	[623,246,683,274]	24	0.344374	1	24	774.583
THP1 (Cas9)	WT	3	2	7	1	5	3	943	263	[927,247,960,282]	75	0.340016	3	75	787.52
THP1 (Cas9)	WT	3	2	7	1	5	4	41	302	[11,275,71,336]	91	0.331218	3	91	1058.03
THP1 (Cas9)	WT	3	2	7	1	5	5	897	347	[886,336,915,360]	24	0.302796	1	24	795.667
THP1 (Cas9)	WT	3	2	7	1	5	6	513	426	[487,404,537,454]	51	0.307019	1	51	1408.2
THP1 (Cas9)	WT	3	2	7	1	5	7	716	492	[691,464,733,524]	89	0.361831	2	89	1087.8
THP1 (Cas9)	WT	3	2	7	1	5	8	120	546	[103,530,161,566]	27	0.3471	1	27	1278.3
THP1 (Cas9)	WT	3	2	7	1	5	9	933	553	[918,541,949,570]	40	0.396971	1	40	922.4
THP1 (Cas9)	WT	3	2	7	1	5	10	812	600	[798,588,826,623]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	5	11	693	711	[676,694,725,729]	39	0.298122	1	39	998.256
THP1 (Cas9)	WT	3	2	7	1	5	12	1346	748	[1330,734,1358,764]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	5	13	891	759	[874,742,917,776]	27	0.367222	1	27	736.037
THP1 (Cas9)	WT	3	2	7	1	5	14	470	764	[457,751,486,777]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	5	15	861	777	[842,758,880,796]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	5	16	1338	848	[1322,833,1353,864]	46	0.332044	2	46	1018.3
THP1 (Cas9)	WT	3	2	7	1	5	17	1184	867	[1167,846,1202,887]	32	0.294233	1	32	1004.13
THP1 (Cas9)	WT	3	2	7	1	5	18	134	948	[109,930,151,968]	119	0.367112	3	119	1162.72
THP1 (Cas9)	WT	3	2	7	1	6	1	1126	1012	[1110,1001,1152,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	6	2	469	138	[454,122,484,153]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	6	3	873	191	[853,175,894,208]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	6	4	1325	249	[1313,237,1337,276]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	6	5	885	265	[870,252,899,278]	46	0.286302	1	46	985.63
THP1 (Cas9)	WT	3	2	7	1	6	6	1082	292	[1069,279,1094,311]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	6	7	686	458	[672,443,699,472]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	6	8	1090	519	[1075,506,1103,541]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	6	9	333	946	[321,926,344,960]	120	0.290486	2	120	1047.19
THP1 (Cas9)	WT	3	2	7	1	6	10	1151	991	[1129,972,1175,1011]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	6	11	232	302	[216,289,250,318]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	7	1	482	136	[445,106,494,198]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	7	2	1150	51	[1138,40,1162,63]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	7	3	1062	115	[1051,104,1075,132]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	7	4	526	130	[515,115,565,146]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	7	5	381	330	[369,318,393,345]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	7	6	585	811	[573,799,598,825]	58	0.331438	1	58	1593.74
THP1 (Cas9)	WT	3	2	7	1	8	1	1241	69	[1228,46,1256,99]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	2	33	110	[7,89,60,133]	27	0.328356	1	27	705.37
THP1 (Cas9)	WT	3	2	7	1	8	3	1332	132	[1312,115,1351,151]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	4	1194	151	[1172,117,1234,185]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	5	932	191	[918,177,953,206]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	6	909	237	[891,221,931,254]	24	0.344452	1	24	903.75
THP1 (Cas9)	WT	3	2	7	1	8	7	442	290	[430,279,453,302]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	8	196	315	[181,299,213,335]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	9	1173	326	[1150,300,1199,349]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	10	450	344	[440,335,476,362]	65	0.306321	1	65	1228.14
THP1 (Cas9)	WT	3	2	7	1	8	11	664	368	[649,353,679,382]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	12	517	506	[502,470,540,522]	22	0.324483	1	22	912.182
THP1 (Cas9)	WT	3	2	7	1	8	13	767	490	[751,475,783,504]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	14	1222	511	[1209,498,1236,527]	45	0.328793	2	45	1025.69
THP1 (Cas9)	WT	3	2	7	1	8	15	737	539	[707,514,758,589]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	16	792	571	[756,517,810,602]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	17	847	658	[833,643,862,675]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	18	381	719	[367,700,395,748]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	19	854	820	[833,785,883,838]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	20	524	825	[508,807,540,847]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	21	402	932	[391,919,414,944]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	22	182	980	[168,967,198,994]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	8	23	722	236	[708,222,744,249]	62	0.297834	1	62	992.935
THP1 (Cas9)	WT	3	2	7	1	9	1	836	57	[821,40,853,74]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	2	92	229	[65,209,110,266]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	3	285	235	[270,219,314,251]	133	0.351995	3	133	906.165
THP1 (Cas9)	WT	3	2	7	1	9	4	40	241	[21,223,69,259]	25	0.341652	1	25	933.4
THP1 (Cas9)	WT	3	2	7	1	9	5	344	242	[312,222,373,266]	57	0.325932	2	57	746.544
THP1 (Cas9)	WT	3	2	7	1	9	6	370	315	[353,298,388,336]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	7	989	322	[951,307,1013,336]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	8	531	360	[512,342,550,378]	49	0.315427	1	49	1023.49
THP1 (Cas9)	WT	3	2	7	1	9	9	791	402	[778,388,806,423]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	10	961	450	[937,431,979,469]	22	0.329564	1	22	789
THP1 (Cas9)	WT	3	2	7	1	9	11	865	461	[852,448,878,474]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	12	1217	489	[1196,459,1246,516]	25	0.288611	1	25	1061.8
THP1 (Cas9)	WT	3	2	7	1	9	13	35	494	[16,460,75,516]	38	0.29333	1	38	870.395
THP1 (Cas9)	WT	3	2	7	1	9	14	223	506	[198,484,248,534]	47	0.29677	1	47	740.383
THP1 (Cas9)	WT	3	2	7	1	9	15	923	527	[907,512,945,555]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	16	46	544	[28,516,69,569]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	17	211	557	[193,530,235,578]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	18	729	551	[715,537,747,565]	72	0.30837	1	72	1418.39
THP1 (Cas9)	WT	3	2	7	1	9	19	128	626	[113,612,143,647]	42	0.319456	1	42	1135.64
THP1 (Cas9)	WT	3	2	7	1	9	20	49	689	[2,650,112,738]	127	0.324575	4	127	722.331
THP1 (Cas9)	WT	3	2	7	1	9	21	424	704	[411,691,438,721]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	22	135	709	[122,698,149,727]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	23	1130	823	[1115,807,1146,844]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	24	424	846	[404,825,446,866]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	25	421	954	[407,934,437,971]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	9	26	815	987	[788,970,860,1015]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	10	1	1328	159	[1312,146,1345,172]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	10	2	538	289	[527,277,554,299]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	10	3	404	319	[383,299,428,340]	23	0.288583	1	23	716.739
THP1 (Cas9)	WT	3	2	7	1	10	4	160	686	[146,671,176,702]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	10	5	845	850	[824,834,868,868]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	10	6	1155	861	[1122,844,1175,878]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	10	7	773	928	[759,913,788,942]	68	0.333122	2	68	1329.34
THP1 (Cas9)	WT	3	2	7	1	10	8	136	976	[108,963,166,990]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	11	1	238	143	[218,125,258,162]	52	0.310256	2	52	979.481
THP1 (Cas9)	WT	3	2	7	1	11	2	133	228	[118,212,149,246]	48	0.358561	2	48	704.188
THP1 (Cas9)	WT	3	2	7	1	11	3	254	249	[237,232,276,269]	74	0.31166	2	74	1074.95
THP1 (Cas9)	WT	3	2	7	1	11	4	1094	313	[1077,294,1116,328]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	11	5	1201	444	[1185,429,1217,462]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	11	6	1223	804	[1207,789,1243,820]	19	0.303735	1	19	694.526
THP1 (Cas9)	WT	3	2	7	1	11	7	758	816	[738,802,772,843]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	11	8	317	985	[297,962,338,1007]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	11	9	1167	999	[1149,981,1187,1018]	64	0.352545	2	64	1169.98
THP1 (Cas9)	WT	3	2	7	1	11	10	250	1008	[236,993,263,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	11	11	926	667	[905,601,946,724]	25	0.364662	1	25	784.56
THP1 (Cas9)	WT	3	2	7	1	11	12	68	654	[48,633,91,674]	38	0.293358	1	38	818.579
THP1 (Cas9)	WT	3	2	7	1	11	13	1000	693	[983,676,1025,709]	24	0.345775	1	24	1019.42
THP1 (Cas9)	WT	3	2	7	1	12	1	475	29	[460,1,518,45]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	12	2	635	189	[608,161,660,221]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	12	3	91	235	[47,222,111,257]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	12	4	604	356	[583,315,629,399]	26	0.282098	1	26	858.385
THP1 (Cas9)	WT	3	2	7	1	12	5	744	443	[731,429,761,457]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	12	6	918	450	[903,434,935,469]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	12	7	1062	554	[1043,536,1081,575]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	12	8	431	602	[419,589,443,614]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	12	9	1265	685	[1242,662,1290,711]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	12	10	784	705	[768,690,799,720]	56	0.34871	2	56	852.982
THP1 (Cas9)	WT	3	2	7	1	12	11	181	777	[149,768,231,790]	34	0.31483	1	34	840.118
THP1 (Cas9)	WT	3	2	7	1	12	12	116	791	[96,776,131,820]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	12	13	353	882	[301,811,447,923]	49	0.333942	2	49	715.735
THP1 (Cas9)	WT	3	2	7	1	12	14	715	832	[701,814,729,847]	52	0.358496	1	52	822.962
THP1 (Cas9)	WT	3	2	7	1	13	1	136	37	[123,19,150,61]	54	0.329233	1	54	717.5
THP1 (Cas9)	WT	3	2	7	1	13	2	419	211	[405,198,432,235]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	13	3	429	259	[409,231,445,276]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	13	4	179	276	[131,252,202,302]	36	0.328733	1	36	755.167
THP1 (Cas9)	WT	3	2	7	1	13	5	380	294	[363,277,399,312]	22	0.315982	1	22	828.045
THP1 (Cas9)	WT	3	2	7	1	13	6	850	423	[819,404,877,441]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	13	7	1198	427	[1180,410,1214,451]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	13	8	840	653	[822,634,858,671]	30	0.286499	1	30	761.6
THP1 (Cas9)	WT	3	2	7	1	13	9	206	695	[193,681,220,713]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	13	10	689	737	[673,694,726,755]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	13	11	841	735	[826,720,857,750]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	13	12	792	775	[776,761,806,807]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	3	2	7	1	13	13	706	857	[672,838,741,878]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	1	375	24	[358,1,406,49]	25	0.320392	1	25	949.56
THP1 (Cas9)	agrA	1	2	8	1	1	2	598	17	[581,1,619,34]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	3	879	29	[866,6,892,48]	59	0.356647	2	59	861.356
THP1 (Cas9)	agrA	1	2	8	1	1	4	778	79	[760,67,796,92]	22	0.360851	1	22	675.091
THP1 (Cas9)	agrA	1	2	8	1	1	5	1338	136	[1318,119,1358,155]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	6	98	163	[84,150,121,178]	94	0.329749	3	94	915.436
THP1 (Cas9)	agrA	1	2	8	1	1	7	375	177	[362,164,389,191]	30	0.36471	1	30	1077.4
THP1 (Cas9)	agrA	1	2	8	1	1	8	838	232	[819,194,860,263]	130	0.351906	5	130	1014.62
THP1 (Cas9)	agrA	1	2	8	1	1	9	421	225	[403,208,439,245]	75	0.392226	2	75	1157.55
THP1 (Cas9)	agrA	1	2	8	1	1	10	151	224	[134,212,164,237]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	11	691	268	[673,252,712,287]	103	0.356849	2	103	1390.06
THP1 (Cas9)	agrA	1	2	8	1	1	12	579	292	[569,279,589,306]	214	0.398264	1	214	14180.7
THP1 (Cas9)	agrA	1	2	8	1	1	13	283	314	[264,270,305,336]	71	0.410624	2	71	908.423
THP1 (Cas9)	agrA	1	2	8	1	1	14	517	293	[469,275,550,310]	67	0.339952	2	67	826.299
THP1 (Cas9)	agrA	1	2	8	1	1	15	612	337	[574,326,632,351]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	16	127	376	[111,359,146,394]	42	0.359675	1	42	865.19
THP1 (Cas9)	agrA	1	2	8	1	1	17	1342	440	[1327,426,1358,459]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	18	1301	490	[1261,458,1334,520]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	19	705	495	[692,483,719,510]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	20	698	532	[673,510,716,554]	70	0.383035	2	70	1122.34
THP1 (Cas9)	agrA	1	2	8	1	1	21	252	601	[240,588,268,615]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	22	343	656	[327,627,363,676]	22	0.379636	1	22	670.864
THP1 (Cas9)	agrA	1	2	8	1	1	23	172	646	[158,632,187,663]	49	0.299438	2	49	675.102
THP1 (Cas9)	agrA	1	2	8	1	1	24	988	651	[958,630,1018,678]	73	0.36933	2	73	816.685
THP1 (Cas9)	agrA	1	2	8	1	1	25	821	757	[805,742,835,776]	29	0.404522	1	29	1580.97
THP1 (Cas9)	agrA	1	2	8	1	1	26	1120	756	[1103,739,1135,793]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	27	1265	780	[1250,767,1280,795]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	28	996	804	[982,788,1009,823]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	1	29	627	884	[604,860,644,903]	83	0.356277	3	83	1021.25
THP1 (Cas9)	agrA	1	2	8	1	1	30	832	995	[803,969,859,1022]	49	0.385763	2	49	1239.59
THP1 (Cas9)	agrA	1	2	8	1	1	31	545	69	[522,50,563,87]	138	0.336086	5	138	1031.91
THP1 (Cas9)	agrA	1	2	8	1	2	1	1237	172	[1221,154,1260,207]	49	0.366601	2	49	794.122
THP1 (Cas9)	agrA	1	2	8	1	2	2	291	342	[279,333,321,359]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	2	3	1072	556	[1056,540,1101,591]	30	0.344408	1	30	884.067
THP1 (Cas9)	agrA	1	2	8	1	2	4	1300	574	[1256,556,1315,589]	27	0.283994	1	27	874.667
THP1 (Cas9)	agrA	1	2	8	1	2	5	1140	775	[1126,760,1166,792]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	2	6	991	862	[974,845,1007,878]	29	0.376432	1	29	1135.79
THP1 (Cas9)	agrA	1	2	8	1	2	7	1066	911	[1046,896,1083,934]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	2	8	852	192	[834,170,874,225]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	2	9	1159	542	[1143,521,1181,562]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	2	10	831	756	[815,706,850,780]	59	0.328364	2	59	1017
THP1 (Cas9)	agrA	1	2	8	1	2	11	719	1011	[707,1000,729,1022]	66	0.333635	2	66	886.424
THP1 (Cas9)	agrA	1	2	8	1	3	1	11	485	[1,478,35,495]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	2	8	928	[1,917,16,953]	28	0.28405	1	28	616.214
THP1 (Cas9)	agrA	1	2	8	1	3	3	523	11	[513,1,542,22]	103	0.381326	3	103	1058.77
THP1 (Cas9)	agrA	1	2	8	1	3	4	790	14	[776,1,804,37]	25	0.309638	1	25	928.08
THP1 (Cas9)	agrA	1	2	8	1	3	5	1332	17	[1315,1,1351,34]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	6	85	48	[71,29,99,64]	28	0.325806	1	28	1232.93
THP1 (Cas9)	agrA	1	2	8	1	3	7	804	53	[775,33,831,82]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	8	1018	72	[1005,58,1032,88]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	9	383	102	[360,89,397,115]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	10	324	110	[306,91,343,130]	68	0.331774	3	68	807.426
THP1 (Cas9)	agrA	1	2	8	1	3	11	565	107	[552,93,581,124]	142	0.31854	3	142	1239.55
THP1 (Cas9)	agrA	1	2	8	1	3	12	1217	138	[1184,107,1269,207]	84	0.39119	2	84	913.798
THP1 (Cas9)	agrA	1	2	8	1	3	13	1329	139	[1311,122,1354,157]	67	0.312383	1	67	914.09
THP1 (Cas9)	agrA	1	2	8	1	3	14	329	216	[307,167,347,248]	40	0.323779	1	40	937.1
THP1 (Cas9)	agrA	1	2	8	1	3	15	79	223	[63,206,99,240]	93	0.351051	3	93	872.237
THP1 (Cas9)	agrA	1	2	8	1	3	16	295	237	[270,220,321,263]	94	0.367835	3	94	929.011
THP1 (Cas9)	agrA	1	2	8	1	3	17	144	249	[132,236,161,262]	58	0.371118	1	58	1120.48
THP1 (Cas9)	agrA	1	2	8	1	3	18	1018	276	[1004,262,1036,290]	62	0.34838	2	62	1014.81
THP1 (Cas9)	agrA	1	2	8	1	3	19	673	287	[658,261,689,303]	42	0.33186	2	42	914.762
THP1 (Cas9)	agrA	1	2	8	1	3	20	156	326	[135,311,183,343]	55	0.360003	2	55	938.164
THP1 (Cas9)	agrA	1	2	8	1	3	21	201	351	[180,332,222,377]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	22	833	367	[813,343,853,395]	103	0.336428	4	103	1023.64
THP1 (Cas9)	agrA	1	2	8	1	3	23	1156	360	[1144,347,1170,375]	62	0.347068	2	62	1142.48
THP1 (Cas9)	agrA	1	2	8	1	3	24	891	382	[876,368,916,424]	25	0.336578	1	25	836.04
THP1 (Cas9)	agrA	1	2	8	1	3	25	141	388	[128,375,158,404]	76	0.362526	3	76	891.25
THP1 (Cas9)	agrA	1	2	8	1	3	26	1300	425	[1278,401,1330,461]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	27	307	454	[293,442,320,466]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	28	671	467	[647,443,735,498]	256	0.322395	7	256	1173.65
THP1 (Cas9)	agrA	1	2	8	1	3	29	1205	477	[1190,460,1220,493]	32	0.341362	1	32	1038.97
THP1 (Cas9)	agrA	1	2	8	1	3	30	970	478	[917,462,1024,501]	132	0.38598	5	132	763.765
THP1 (Cas9)	agrA	1	2	8	1	3	31	425	504	[401,484,445,526]	22	0.3132	1	22	1007.45
THP1 (Cas9)	agrA	1	2	8	1	3	32	383	527	[359,502,409,553]	20	0.313275	1	20	877.15
THP1 (Cas9)	agrA	1	2	8	1	3	33	203	571	[186,555,220,587]	60	0.387997	2	60	1108.65
THP1 (Cas9)	agrA	1	2	8	1	3	34	429	620	[394,577,462,678]	25	0.321955	1	25	704.12
THP1 (Cas9)	agrA	1	2	8	1	3	35	359	630	[347,602,374,657]	45	0.315328	1	45	1178.38
THP1 (Cas9)	agrA	1	2	8	1	3	36	652	649	[629,631,677,672]	87	0.287683	1	87	1659.69
THP1 (Cas9)	agrA	1	2	8	1	3	37	1350	684	[1342,672,1358,709]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	38	988	753	[964,714,1040,770]	46	0.360937	1	46	854.087
THP1 (Cas9)	agrA	1	2	8	1	3	39	293	744	[269,733,337,756]	26	0.34953	1	26	964
THP1 (Cas9)	agrA	1	2	8	1	3	40	900	777	[887,759,913,792]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	41	546	795	[525,777,565,812]	118	0.338238	4	118	1127.28
THP1 (Cas9)	agrA	1	2	8	1	3	42	315	804	[302,790,330,818]	0	NaN	0	0	NaN
THP1 (Cas9)	agrA	1	2	8	1	3	43	54	803	[33,788,71,819]	133	0.347929	5	133	792.632
