			Database Name	ODA												
THP1 (Cas9)	WT	1	2	5	1	0	12	13	1302	647	[1285,630,1320,665]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	1	1015	1013	[1003,1005,1032,1022]	40	0.330277	1	40	1244.2
THP1 (Cas9)	WT	1	2	5	1	0	13	2	946	11	[929,1,970,24]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	3	630	38	[613,21,649,58]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	4	696	53	[683,27,709,96]	35	0.364672	1	35	766.114
THP1 (Cas9)	WT	1	2	5	1	0	13	5	868	55	[849,35,889,76]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	6	1187	84	[1169,67,1209,103]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	7	45	85	[30,69,61,103]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	8	1081	82	[1070,71,1093,96]	116	0.284941	2	116	874.81
THP1 (Cas9)	WT	1	2	5	1	0	13	9	904	132	[889,112,922,154]	79	0.31096	3	79	1043.16
THP1 (Cas9)	WT	1	2	5	1	0	13	10	957	133	[923,114,973,162]	32	0.341677	1	32	1192.22
THP1 (Cas9)	WT	1	2	5	1	0	13	11	833	151	[811,132,858,167]	43	0.315863	1	43	685.674
THP1 (Cas9)	WT	1	2	5	1	0	13	12	900	183	[857,163,941,200]	60	0.307654	2	60	986.167
THP1 (Cas9)	WT	1	2	5	1	0	13	13	739	210	[717,188,779,223]	98	0.359454	3	98	915.051
THP1 (Cas9)	WT	1	2	5	1	0	13	14	1031	216	[1017,205,1050,227]	73	0.33753	2	73	1285.26
THP1 (Cas9)	WT	1	2	5	1	0	13	15	648	228	[631,212,663,242]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	16	307	271	[290,256,323,288]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	17	1012	411	[999,398,1026,427]	58	0.313644	2	58	832.966
THP1 (Cas9)	WT	1	2	5	1	0	13	18	351	505	[327,481,377,534]	31	0.332446	1	31	878.839
THP1 (Cas9)	WT	1	2	5	1	0	13	19	1006	643	[942,620,1045,674]	24	0.284711	1	24	1180.79
THP1 (Cas9)	WT	1	2	5	1	0	13	20	270	686	[252,671,290,704]	42	0.338977	1	42	1001.74
THP1 (Cas9)	WT	1	2	5	1	0	13	21	449	740	[432,722,472,760]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	22	429	803	[395,781,457,828]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	23	145	852	[132,839,158,864]	36	0.301838	1	36	1159.22
THP1 (Cas9)	WT	1	2	5	1	0	13	24	406	882	[390,866,424,898]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	25	1261	932	[1246,917,1278,950]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	26	530	67	[511,50,552,84]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	27	943	89	[922,72,969,107]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	1	2	5	1	0	13	28	257	358	[238,339,273,383]	24	0.294113	1	24	787.208
THP1 (Cas9)	WT	1	2	5	1	0	13	29	452	707	[434,691,470,725]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	1	1232	8	[1220,1,1244,46]	47	0.325222	1	47	936.043
THP1 (Cas9)	WT	2	2	6	1	0	1	2	261	73	[245,55,279,94]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	3	711	91	[692,73,729,112]	21	0.350371	1	21	916.619
THP1 (Cas9)	WT	2	2	6	1	0	1	4	533	220	[498,174,551,263]	32	0.293123	1	32	1224.81
THP1 (Cas9)	WT	2	2	6	1	0	1	5	658	251	[639,231,678,276]	23	0.327683	1	23	1271.17
THP1 (Cas9)	WT	2	2	6	1	0	1	6	1244	253	[1233,242,1254,266]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	7	636	280	[611,259,657,311]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	8	1212	318	[1196,302,1229,344]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	9	1207	365	[1189,347,1225,388]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	10	358	378	[345,364,373,393]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	11	1327	507	[1315,468,1339,543]	39	0.339949	1	39	709.308
THP1 (Cas9)	WT	2	2	6	1	0	1	12	1111	553	[1084,526,1136,580]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	13	1162	576	[1144,558,1181,597]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	14	330	654	[304,635,355,673]	31	0.388631	1	31	758.581
THP1 (Cas9)	WT	2	2	6	1	0	1	15	405	693	[389,676,423,710]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	16	339	735	[311,697,355,752]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	1	17	992	792	[972,772,1012,819]	52	0.311671	2	52	791.212
THP1 (Cas9)	WT	2	2	6	1	0	1	18	729	980	[689,939,753,1007]	70	0.290008	2	70	1203.99
THP1 (Cas9)	WT	2	2	6	1	0	1	19	55	967	[40,952,71,983]	27	0.306331	1	27	761.667
THP1 (Cas9)	WT	2	2	6	1	0	1	20	1252	284	[1236,268,1271,302]	54	0.339464	2	54	946.167
THP1 (Cas9)	WT	2	2	6	1	0	1	21	578	694	[540,666,607,735]	109	0.331007	4	109	731.716
THP1 (Cas9)	WT	2	2	6	1	0	1	22	1203	778	[1181,761,1231,798]	86	0.337098	4	86	779
THP1 (Cas9)	WT	2	2	6	1	0	2	1	9	827	[1,814,17,847]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	2	830	18	[804,1,865,36]	46	0.341073	1	46	1097.04
THP1 (Cas9)	WT	2	2	6	1	0	2	3	563	76	[535,56,587,118]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	4	608	102	[577,76,634,124]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	5	53	131	[39,86,68,155]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	6	1038	190	[999,170,1053,226]	32	0.323281	1	32	708.813
THP1 (Cas9)	WT	2	2	6	1	0	2	7	904	242	[886,226,924,259]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	8	885	278	[851,254,921,329]	23	0.285428	1	23	741.261
THP1 (Cas9)	WT	2	2	6	1	0	2	9	1001	270	[987,256,1015,290]	59	0.35537	2	59	850.288
THP1 (Cas9)	WT	2	2	6	1	0	2	10	185	351	[166,325,201,382]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	11	1159	345	[1140,327,1178,367]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	12	553	348	[538,333,572,363]	33	0.349195	1	33	1132.48
THP1 (Cas9)	WT	2	2	6	1	0	2	13	237	398	[220,381,255,416]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	14	1044	403	[1029,389,1059,425]	60	0.379888	2	60	1079.18
THP1 (Cas9)	WT	2	2	6	1	0	2	15	1133	452	[1119,438,1148,473]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	16	878	530	[857,510,900,548]	59	0.352246	2	59	788.949
THP1 (Cas9)	WT	2	2	6	1	0	2	17	633	557	[616,533,647,579]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	18	1067	620	[1049,603,1103,648]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	19	1329	665	[1315,651,1347,680]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	20	1341	760	[1323,745,1358,776]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	21	929	781	[915,767,946,796]	22	0.291586	1	22	859.5
THP1 (Cas9)	WT	2	2	6	1	0	2	22	76	805	[50,777,98,832]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	23	1090	838	[1070,806,1107,877]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	24	255	894	[239,877,271,915]	24	0.361685	1	24	754.75
THP1 (Cas9)	WT	2	2	6	1	0	2	25	633	897	[615,882,653,912]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	26	1149	924	[1105,899,1171,953]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	27	794	971	[780,927,803,997]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	28	120	974	[99,928,160,1009]	103	0.303093	3	103	970.903
THP1 (Cas9)	WT	2	2	6	1	0	2	29	285	947	[262,931,307,963]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	30	996	954	[981,940,1010,968]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	31	847	998	[817,968,872,1022]	79	0.314756	3	79	1007.32
THP1 (Cas9)	WT	2	2	6	1	0	2	32	324	241	[308,200,340,265]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	2	33	1134	663	[1110,639,1154,695]	48	0.317136	1	48	1081.79
THP1 (Cas9)	WT	2	2	6	1	0	2	34	488	755	[472,715,504,791]	73	0.371975	2	73	903.041
THP1 (Cas9)	WT	2	2	6	1	0	2	35	325	933	[301,912,345,953]	45	0.369569	2	45	742.644
THP1 (Cas9)	WT	2	2	6	1	0	3	1	1284	13	[1267,1,1297,25]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	3	2	255	28	[228,3,273,76]	23	0.305187	1	23	1066.09
THP1 (Cas9)	WT	2	2	6	1	0	3	3	1309	91	[1291,72,1337,110]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	3	4	1343	186	[1320,159,1358,222]	24	0.363166	1	24	726.875
THP1 (Cas9)	WT	2	2	6	1	0	3	5	444	275	[434,264,458,286]	97	0.30934	2	97	831.402
THP1 (Cas9)	WT	2	2	6	1	0	3	6	871	340	[855,323,890,358]	45	0.34285	1	45	862.333
THP1 (Cas9)	WT	2	2	6	1	0	3	7	725	405	[704,390,741,422]	41	0.304483	2	41	1041.07
THP1 (Cas9)	WT	2	2	6	1	0	3	8	1243	469	[1230,457,1268,483]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	3	9	1254	547	[1241,533,1269,561]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	3	10	1084	591	[1065,572,1109,610]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	3	11	545	705	[529,679,563,725]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	3	12	170	734	[152,717,192,751]	78	0.31109	2	78	2023.53
THP1 (Cas9)	WT	2	2	6	1	0	3	13	518	741	[500,720,540,758]	35	0.313637	1	35	1461.2
THP1 (Cas9)	WT	2	2	6	1	0	3	14	1228	781	[1207,741,1246,804]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	3	15	907	796	[892,781,923,812]	160	0.293345	2	160	1247.89
THP1 (Cas9)	WT	2	2	6	1	0	3	16	240	937	[209,919,266,957]	37	0.340081	1	37	1121.16
THP1 (Cas9)	WT	2	2	6	1	0	3	17	412	31	[394,11,431,54]	24	0.302936	1	24	759.875
THP1 (Cas9)	WT	2	2	6	1	0	4	1	1352	244	[1345,236,1358,274]	34	0.298692	1	34	1200.85
THP1 (Cas9)	WT	2	2	6	1	0	4	2	715	72	[693,50,738,92]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	4	3	512	118	[488,70,537,153]	84	0.330927	3	84	879.798
THP1 (Cas9)	WT	2	2	6	1	0	4	4	963	289	[945,272,989,310]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	4	5	1296	299	[1282,276,1311,328]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	4	6	1157	438	[1142,422,1173,458]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	4	7	886	512	[864,489,907,534]	118	0.336791	2	118	1203.26
THP1 (Cas9)	WT	2	2	6	1	0	4	8	470	594	[444,579,495,609]	47	0.343087	2	47	810.085
THP1 (Cas9)	WT	2	2	6	1	0	4	9	659	633	[640,620,674,655]	62	0.307736	1	62	815.79
THP1 (Cas9)	WT	2	2	6	1	0	4	10	114	679	[91,660,140,700]	38	0.314563	1	38	818.184
THP1 (Cas9)	WT	2	2	6	1	0	4	11	630	841	[608,816,653,864]	37	0.327384	1	37	1015.51
THP1 (Cas9)	WT	2	2	6	1	0	4	12	686	959	[670,937,702,975]	102	0.310323	2	102	921.245
THP1 (Cas9)	WT	2	2	6	1	0	4	13	128	1007	[112,991,147,1022]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	1	300	37	[278,23,322,53]	23	0.363194	1	23	1031.57
THP1 (Cas9)	WT	2	2	6	1	0	5	2	1093	54	[1072,37,1114,71]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	3	264	87	[251,75,280,101]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	4	490	99	[474,84,509,114]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	5	700	150	[673,125,725,174]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	6	475	172	[459,156,492,192]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	7	695	206	[681,192,714,220]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	8	893	214	[876,194,910,236]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	9	104	254	[93,243,123,266]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	10	369	262	[356,250,382,282]	28	0.29862	1	28	1046.82
THP1 (Cas9)	WT	2	2	6	1	0	5	11	1277	299	[1260,283,1295,325]	24	0.332079	1	24	782.667
THP1 (Cas9)	WT	2	2	6	1	0	5	12	1236	328	[1208,299,1266,360]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	13	789	366	[771,350,804,386]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	14	27	381	[9,364,46,401]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	15	818	425	[804,405,833,441]	49	0.321998	2	49	945.98
THP1 (Cas9)	WT	2	2	6	1	0	5	16	114	431	[93,417,131,446]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	17	704	434	[689,419,726,451]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	18	248	457	[211,427,278,488]	36	0.331569	1	36	932.361
THP1 (Cas9)	WT	2	2	6	1	0	5	19	1341	471	[1324,453,1358,493]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	20	76	671	[62,658,90,687]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	21	333	843	[299,807,363,897]	50	0.33817	2	50	829.32
THP1 (Cas9)	WT	2	2	6	1	0	5	22	10	848	[1,817,23,875]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	5	23	72	870	[55,852,120,910]	25	0.286135	1	25	1142.72
THP1 (Cas9)	WT	2	2	6	1	0	5	24	986	907	[971,891,1001,925]	25	0.310507	1	25	1108.32
THP1 (Cas9)	WT	2	2	6	1	0	5	25	683	91	[660,78,704,105]	43	0.281027	1	43	1007.7
THP1 (Cas9)	WT	2	2	6	1	0	5	26	378	806	[355,769,404,837]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	6	1	375	335	[365,283,384,382]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	6	2	312	68	[280,47,349,106]	61	0.299468	2	61	803.836
THP1 (Cas9)	WT	2	2	6	1	0	6	3	1045	73	[1018,53,1068,92]	22	0.336212	1	22	978.682
THP1 (Cas9)	WT	2	2	6	1	0	6	4	910	261	[887,243,934,280]	26	0.345118	1	26	1225.12
THP1 (Cas9)	WT	2	2	6	1	0	6	5	716	309	[702,294,730,324]	28	0.400549	1	28	829.214
THP1 (Cas9)	WT	2	2	6	1	0	6	6	824	426	[809,411,839,448]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	6	7	589	455	[564,433,623,477]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	6	8	86	450	[68,434,103,469]	48	0.325101	1	48	864.583
THP1 (Cas9)	WT	2	2	6	1	0	6	9	474	466	[453,446,497,488]	48	0.295739	2	48	1134.9
THP1 (Cas9)	WT	2	2	6	1	0	6	10	681	491	[667,477,694,506]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	6	11	731	845	[698,819,759,877]	69	0.295806	1	69	1363.83
THP1 (Cas9)	WT	2	2	6	1	0	6	12	437	902	[421,887,462,918]	62	0.295477	2	62	844.5
THP1 (Cas9)	WT	2	2	6	1	0	6	13	15	910	[1,890,29,927]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	1	634	15	[624,1,674,40]	30	0.341121	1	30	603.433
THP1 (Cas9)	WT	2	2	6	1	0	7	2	995	10	[961,1,1013,19]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	3	702	18	[686,3,724,39]	28	0.356289	1	28	948.571
THP1 (Cas9)	WT	2	2	6	1	0	7	4	458	24	[440,7,477,44]	39	0.368817	1	39	792.205
THP1 (Cas9)	WT	2	2	6	1	0	7	5	1213	69	[1193,46,1230,90]	27	0.309282	1	27	629.815
THP1 (Cas9)	WT	2	2	6	1	0	7	6	299	136	[284,121,319,153]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	7	579	164	[538,136,614,205]	66	0.398568	2	66	695.364
THP1 (Cas9)	WT	2	2	6	1	0	7	8	1343	205	[1328,188,1358,221]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	9	154	219	[128,199,172,280]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	10	508	295	[481,270,527,340]	128	0.364241	4	128	858.875
THP1 (Cas9)	WT	2	2	6	1	0	7	11	319	341	[289,323,346,360]	52	0.282552	2	52	744.115
THP1 (Cas9)	WT	2	2	6	1	0	7	12	431	343	[407,322,465,381]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	13	146	339	[133,327,160,352]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	14	1010	374	[994,358,1026,390]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	15	925	472	[886,434,954,497]	36	0.306818	1	36	863.556
THP1 (Cas9)	WT	2	2	6	1	0	7	16	52	472	[32,454,71,493]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	17	814	508	[797,495,830,521]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	18	1339	548	[1306,514,1358,588]	23	0.35514	1	23	774.696
THP1 (Cas9)	WT	2	2	6	1	0	7	19	497	568	[453,542,535,594]	48	0.308187	1	48	968.854
THP1 (Cas9)	WT	2	2	6	1	0	7	20	746	587	[730,573,763,601]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	21	368	604	[346,586,405,625]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	22	447	624	[418,592,472,649]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	23	1194	610	[1179,595,1218,625]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	24	771	630	[752,618,790,648]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	25	829	645	[785,623,853,686]	73	0.326771	2	73	1129.22
THP1 (Cas9)	WT	2	2	6	1	0	7	26	591	655	[576,639,607,679]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	27	611	692	[600,681,627,708]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	28	473	704	[446,684,496,727]	25	0.298285	1	25	862.64
THP1 (Cas9)	WT	2	2	6	1	0	7	29	670	699	[652,686,684,729]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	30	1285	727	[1270,708,1301,762]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	31	874	722	[863,711,892,734]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	32	1216	728	[1204,717,1241,739]	32	0.33247	1	32	1017.28
THP1 (Cas9)	WT	2	2	6	1	0	7	33	971	805	[901,787,987,824]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	34	33	814	[15,794,51,835]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	35	550	831	[533,814,567,853]	40	0.309022	1	40	748.65
THP1 (Cas9)	WT	2	2	6	1	0	7	36	783	858	[767,843,799,878]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	37	1344	858	[1325,846,1358,877]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	38	864	871	[841,857,882,885]	98	0.324631	2	98	1215.79
THP1 (Cas9)	WT	2	2	6	1	0	7	39	12	900	[1,883,23,916]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	40	957	907	[945,896,969,918]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	41	94	922	[84,912,105,935]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	42	419	939	[399,916,448,978]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	43	732	998	[717,980,770,1017]	41	0.29188	1	41	971.585
THP1 (Cas9)	WT	2	2	6	1	0	7	44	542	1004	[524,986,560,1021]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	45	1334	285	[1273,257,1358,307]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	7	46	878	968	[858,944,894,1008]	22	0.280627	1	22	772.591
THP1 (Cas9)	WT	2	2	6	1	0	8	1	1337	199	[1319,190,1347,230]	26	0.33637	1	26	576.077
THP1 (Cas9)	WT	2	2	6	1	0	8	2	967	38	[944,15,990,70]	54	0.311024	2	54	865.222
THP1 (Cas9)	WT	2	2	6	1	0	8	3	246	95	[221,81,260,114]	58	0.355051	1	58	1166.78
THP1 (Cas9)	WT	2	2	6	1	0	8	4	668	164	[630,131,708,231]	66	0.368237	3	66	738.015
THP1 (Cas9)	WT	2	2	6	1	0	8	5	1244	157	[1229,138,1260,186]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	6	455	206	[422,180,488,229]	72	0.297634	1	72	1386.17
THP1 (Cas9)	WT	2	2	6	1	0	8	7	630	206	[601,195,648,229]	43	0.302061	1	43	709.674
THP1 (Cas9)	WT	2	2	6	1	0	8	8	1289	255	[1274,241,1305,268]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	9	953	458	[939,443,967,474]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	10	1292	474	[1278,459,1309,489]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	11	973	605	[958,591,989,619]	57	0.33462	2	57	906.368
THP1 (Cas9)	WT	2	2	6	1	0	8	12	672	643	[654,625,689,663]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	13	1011	720	[1000,709,1026,732]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	14	701	747	[685,732,723,762]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	15	1308	745	[1295,732,1320,759]	64	0.293235	2	64	847.203
THP1 (Cas9)	WT	2	2	6	1	0	8	16	1166	779	[1149,763,1181,796]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	17	311	827	[282,806,335,848]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	18	1045	168	[1020,142,1072,196]	25	0.435726	1	25	1034.88
THP1 (Cas9)	WT	2	2	6	1	0	8	19	699	284	[681,233,724,310]	46	0.308005	2	46	734.109
THP1 (Cas9)	WT	2	2	6	1	0	8	20	459	326	[436,306,475,377]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	21	684	558	[665,544,698,572]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	8	22	94	667	[69,636,128,711]	26	0.284893	1	26	876.385
THP1 (Cas9)	WT	2	2	6	1	0	8	23	1154	812	[1141,799,1171,825]	26	0.365959	1	26	884.846
THP1 (Cas9)	WT	2	2	6	1	0	9	1	1098	48	[1082,33,1114,66]	28	0.285266	1	28	1413.86
THP1 (Cas9)	WT	2	2	6	1	0	9	2	434	237	[418,221,451,255]	73	0.33865	3	73	944.11
THP1 (Cas9)	WT	2	2	6	1	0	9	3	798	410	[782,393,814,435]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	9	4	1004	453	[983,432,1025,475]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	9	5	1047	450	[1025,432,1066,470]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	9	6	369	452	[352,435,387,472]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	9	7	1009	498	[967,479,1030,521]	41	0.32907	1	41	1418.46
THP1 (Cas9)	WT	2	2	6	1	0	9	8	865	532	[846,514,884,551]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	9	9	272	608	[254,585,295,639]	51	0.349196	2	51	868.412
THP1 (Cas9)	WT	2	2	6	1	0	9	10	552	617	[529,594,576,642]	21	0.313275	1	21	1480.71
THP1 (Cas9)	WT	2	2	6	1	0	9	11	1108	687	[1088,668,1130,709]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	9	12	392	798	[334,759,462,842]	63	0.346083	2	63	887.222
THP1 (Cas9)	WT	2	2	6	1	0	9	13	13	927	[1,914,26,940]	46	0.375253	1	46	1040.02
THP1 (Cas9)	WT	2	2	6	1	0	9	14	164	947	[137,932,190,963]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	10	1	161	23	[130,1,191,48]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	10	2	1118	31	[1104,17,1133,45]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	10	3	572	82	[532,51,628,98]	0	NaN	0	0	NaN
THP1 (Cas9)	WT	2	2	6	1	0	10	4	298	100	[282,84,318,117]	0	NaN	0	0	NaN
