"total_conv_events","conv_summary","operon_id","operon_label","operon_locus_tags","NCTC8325_chrom","BeginTU","EndTUshort","mutated_features","mutated_features_types","mutated_genes"
5,"PI:2,mortality:3","TU-U1024","NA, NA, NA, S813, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, S812, NA, NA, NA, NA, NA, S811, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, S810","SAOUHSC_02075, SAOUHSC_02074, SAOUHSC_02073, new_1958584_1958666_-1, SAOUHSC_02071, SAOUHSC_02070, SAOUHSC_02069, SAOUHSC_02068, SAOUHSC_02067, SAOUHSC_02066, SAOUHSC_02062, SAOUHSC_02061, SAOUHSC_02058, SAOUHSC_02057, SAOUHSC_02056, SAOUHSC_02053, SAOUHSC_02052, SAOUHSC_02051, new_1950544_1950672_-1, SAOUHSC_02050, SAOUHSC_02049, SAOUHSC_02048, SAOUHSC_02047, SAOUHSC_02046, new_1945883_1945990_-1, SAOUHSC_02044, SAOUHSC_02043, SAOUHSC_02042, SAOUHSC_02041, SAOUHSC_02040, SAOUHSC_02038, SAOUHSC_02037, SAOUHSC_02036, SAOUHSC_02035, SAOUHSC_02034, SAOUHSC_02033, SAOUHSC_02031, SAOUHSC_02030, SAOUHSC_02029, SAOUHSC_02028, SAOUHSC_02027, SAOUHSC_02026, SAOUHSC_02025, SAOUHSC_02023, SAOUHSC_02022, SAOUHSC_02021, SAOUHSC_02020, SAOUHSC_02019, new_1924468_1924646_-1","NC_007795",1960619,1924562,"SAOUHSC_02023,SAOUHSC_02053,SAOUHSC_02025,SAOUHSC_02068,SAOUHSC_02028","NCTC8325_operons","rinB,"
5,"PI:2,mortality:3","TU-U11","S9, walR, walK, yycH, yycI","new_24770_24930_1, SAOUHSC_00020, SAOUHSC_00021, SAOUHSC_00022, SAOUHSC_00023","NC_007795",24769,29581,"SAOUHSC_00022,SAOUHSC_00021,new_24770_24930_1","NCTC8325_operons","walH,walK"
5,"PI:2,mortality:3","TU-U1112","NA, NA, S891, NA, rsbU, S890, rsbV, rsbW, sigB, S889, NA, NA, S888","SAOUHSC_02304, SAOUHSC_02303, new_2134654_2134938_-1, SAOUHSC_02302, SAOUHSC_02301, new_2133482_2133599_-1, SAOUHSC_02300, SAOUHSC_02299, SAOUHSC_02298, new_2131541_2131867_-1, SAOUHSC_02297, SAOUHSC_02296, new_2128757_2128896_-1","NC_007795",2135521,2128800,"SAOUHSC_02302,SAOUHSC_02300,new_2133482_2133599_-1,new_2134654_2134938_-1,SAOUHSC_02296,SAOUHSC_02298","NCTC8325_operons","rsbV,-,sigB"
5,"PI:2,mortality:3","TU-U1113","S892, NA, NA, NA, acpS, alr, NA, NA, S891, NA, rsbU, S890, rsbV, rsbW, sigB","new_2139664_2139731_-1, SAOUHSC_02309, SAOUHSC_02308, SAOUHSC_02307, SAOUHSC_02306, SAOUHSC_02305, SAOUHSC_02304, SAOUHSC_02303, new_2134654_2134938_-1, SAOUHSC_02302, SAOUHSC_02301, new_2133482_2133599_-1, SAOUHSC_02300, SAOUHSC_02299, SAOUHSC_02298","NC_007795",2139729,2131911,"SAOUHSC_02302,SAOUHSC_02300,SAOUHSC_02308,new_2133482_2133599_-1,new_2134654_2134938_-1,SAOUHSC_02309,SAOUHSC_02298","NCTC8325_operons","rsbV,-,sigB"
5,"PI:2,mortality:3","TU-U1174","NA, NA, NA, S943, sdrM, S942, sepA, S941, mdeA","SAOUHSC_02424, SAOUHSC_02423, SAOUHSC_02422, new_2249707_2249882_-1, SAOUHSC_02420, new_2248265_2248362_-1, SAOUHSC_02419, new_2247470_2247698_-1, SAOUHSC_02418","NC_007795",2252358,2246066,"U1174,SAOUHSC_02420,new_2247470_2247698_-1,SAOUHSC_02418","NCTC8325_operons,promoter","sdrM,lmrS"
5,"PI:2,mortality:3","TU-U1257","S1010, hutU, hutI","new_2398066_2398148_-1, SAOUHSC_02607, SAOUHSC_02606","NC_007795",2398147,2395190,"U1257,SAOUHSC_02607,SAOUHSC_02606","NCTC8325_operons,promoter","hutU,hutI"
5,"PI:2,mortality:3","TU-U1327","S1058, NA","new_2502718_2502777_-1, SAOUHSC_02721","NC_007795",2502777,2502630,"U1327,new_2502718_2502777_-1","promoter,NCTC8325_operons",""
5,"PI:2,mortality:3","TU-U1356","S1077, S1076, dapF, NA, S1075, NA, S1074, opp-1A, opp-1B, opp-1C, opp-1D, opp-1F, NA, S1073","new_2547824_2548037_-1, new_2547543_2547822_-1, SAOUHSC_02770, SAOUHSC_02769, new_2545813_2545891_-1, SAOUHSC_02768, new_2544456_2544597_-1, SAOUHSC_02767, SAOUHSC_02766, SAOUHSC_02765, SAOUHSC_02764, SAOUHSC_02763, SAOUHSC_02762, new_2538124_2538234_-1","NC_007795",2548040,2538160,"SAOUHSC_02767,SAOUHSC_02762,new_2538124_2538234_-1,SAOUHSC_02770,SAOUHSC_02769,SAOUHSC_02766","NCTC8325_operons","cntA,-,cntK,cntL,cntB"
5,"PI:2,mortality:3","TU-U317","S259, NA, S260, NA, NA, NA, NA","new_666312_666417_1, SAOUHSC_00678, new_667063_667177_1, SAOUHSC_00679, SAOUHSC_00680, SAOUHSC_00681, SAOUHSC_00682","NC_007795",666312,669937,"SAOUHSC_00681,new_667063_667177_1,SAOUHSC_00679,SAOUHSC_00680","NCTC8325_operons","-,ccpE"
5,"PI:2,mortality:3","TU-U624","recG, S493, fapR, plsX, fabD, fabG, S494, S495, acpP","SAOUHSC_01194, new_1147891_1148060_1, SAOUHSC_01196, SAOUHSC_01197, SAOUHSC_01198, SAOUHSC_01199, new_1151303_1151463_1, new_1151465_1151544_1, SAOUHSC_01201","NC_007795",1145775,1151717,"SAOUHSC_01198,SAOUHSC_01196,new_1151303_1151463_1","NCTC8325_operons","fabD,fapR"
5,"PI:2,mortality:3","TU-U696","S567, parE, parC, S568, alsT","new_1292140_1292205_1, SAOUHSC_01351, SAOUHSC_01352, new_1296625_1296848_1, SAOUHSC_01354","NC_007795",1292140,1298325,"SAOUHSC_01351","NCTC8325_operons","parE"
5,"PI:2,mortality:3","TU-U833","pfs, NA, NA, aroE, NA, nadD, NA, rsfS, NA","SAOUHSC_01702, SAOUHSC_01701, SAOUHSC_01700, SAOUHSC_01699, SAOUHSC_01698, SAOUHSC_01697, SAOUHSC_01696, SAOUHSC_01695, SAOUHSC_01694","NC_007795",1610628,1604928,"SAOUHSC_01701,SAOUHSC_01702,SAOUHSC_01697,SAOUHSC_01700,SAOUHSC_01699","NCTC8325_operons","-,mtnN,nadD,aroE"
5,"PI:2,mortality:3","TU-U893","NA, S719, NA, dnaE, S718, NA, S717, accD, accA, S716","SAOUHSC_01813, new_1718817_1719076_-1, SAOUHSC_01812, SAOUHSC_01811, new_1714208_1714629_-1, SAOUHSC_01810, new_1712784_1712977_-1, SAOUHSC_01809, SAOUHSC_01808, new_1710876_1710981_-1","NC_007795",1720423,1710923,"SAOUHSC_01810,SAOUHSC_01811","NCTC8325_operons","-,dnaE"
5,"GC:3,mortality:2","TU-U303","NA, NA, NA, NA","SAOUHSC_00655, SAOUHSC_00656, SAOUHSC_00658, SAOUHSC_00659","NC_007795",644244,646817,"SAOUHSC_00659,SAOUHSC_00655,SAOUHSC_00656","NCTC8325_operons","-,dhaK,dhaL"
5,"GC:3,mortality:2","TU-U599","NA, S471, NA","SAOUHSC_01139, new_1090559_1090749_1, SAOUHSC_01141","NC_007795",1090296,1091911,"SAOUHSC_01141,U599","NCTC8325_operons,promoter","bshC"
5,"GC:3,mortality:2","TU-U731","S596, S597","new_1362874_1363048_1, new_1363050_1363769_1","NC_007795",1362874,1363707,"new_1363050_1363769_1,new_1362874_1363048_1","NCTC8325_operons","pgpB"
5,"GC:2,mortality:3","TU-U2","NA, recF, gyrB, gyrA","SAOUHSC_00003, SAOUHSC_00004, SAOUHSC_00005, SAOUHSC_00006","NC_007795",3632,9657,"SAOUHSC_00006,SAOUHSC_00005","NCTC8325_operons","gyrA,gyrB"
5,"GC:2,mortality:3","TU-U374","S306, uvrB, NA, S308, uvrB2, uvrA","new_756388_756469_1, SAOUHSC_00776, SAOUHSC_00778, new_758528_758666_1, SAOUHSC_00779, SAOUHSC_00780","NC_007795",756388,762485,"SAOUHSC_00780,SAOUHSC_00776,U374","NCTC8325_operons,promoter","uvrA,uvrB"
5,"GC:2,mortality:3","TU-U397","clfA","SAOUHSC_00812","NC_007795",792928,795788,"SAOUHSC_00812","NCTC8325_operons","clfA"
5,"GC:2,mortality:3","TU-U423","NA, S351, S353, sufC, S354, sufD, S355, sufS, sufU, S356, sufB, S357","SAOUHSC_00845, new_816270_817529_1, new_817531_817631_1, SAOUHSC_00847, new_818394_818490_1, SAOUHSC_00848, new_819799_819903_1, SAOUHSC_00849, SAOUHSC_00850, new_821609_821758_1, SAOUHSC_00851, new_823157_823252_1","NC_007795",815975,823209,"SAOUHSC_00845,SAOUHSC_00848,SAOUHSC_00849,SAOUHSC_00847,SAOUHSC_00851","NCTC8325_operons","-,sufD,sufS,sufC,sufB"
5,"GC:2,mortality:3","TU-U442","mnhA, mnhB, mnhC, mnhD, mnhE, mnhF, mnhG","SAOUHSC_00889, SAOUHSC_00888, SAOUHSC_00887, SAOUHSC_00886, SAOUHSC_00885, SAOUHSC_00884, SAOUHSC_00883","NC_007795",853990,848173,"SAOUHSC_00888,SAOUHSC_00885,U442","NCTC8325_operons,promoter","mnhB,mnhE"
5,"GC:2,mortality:3","TU-U508","S404, NA, S405, NA, menD, NA, menB","new_952766_952866_1, SAOUHSC_00981, new_952996_953071_1, SAOUHSC_00982, SAOUHSC_00983, SAOUHSC_00984, SAOUHSC_00985","NC_007795",952766,957543,"SAOUHSC_00985,new_952766_952866_1,SAOUHSC_00983","NCTC8325_operons","menB,menD"
5,"GC:2,mortality:3","TU-U510","NA, S405, NA, menD, NA, menB","SAOUHSC_00981, new_952996_953071_1, SAOUHSC_00982, SAOUHSC_00983, SAOUHSC_00984, SAOUHSC_00985","NC_007795",952868,957543,"SAOUHSC_00985,U510,SAOUHSC_00983","NCTC8325_operons,promoter","menB,menD"
5,"GC:2,mortality:3","TU-U749","S612, recU, pbp2","new_1420776_1420877_1, SAOUHSC_01466, SAOUHSC_01467","NC_007795",1420775,1423734,"SAOUHSC_01467,SAOUHSC_01466","NCTC8325_operons","pbp2,recU"
5,"GC:2,mortality:3","TU-U901","NA, thiI, NA, tpx, S722, NA, ackA","SAOUHSC_01825, SAOUHSC_01824, SAOUHSC_01823, SAOUHSC_01822, new_1727776_1727897_-1, SAOUHSC_01821, SAOUHSC_01820","NC_007795",1731717,1725560,"SAOUHSC_01821,SAOUHSC_01820,SAOUHSC_01822,SAOUHSC_01825","NCTC8325_operons","-,ackA,tpx,nifZ"
4,"PI:2,mortality:2","TU-U1027","NA, S817, S819, NA, NA, S820, int, NA","SAOUHSC_02084, new_1964112_1964180_1, new_1964349_1964507_1, SAOUHSC_02086, SAOUHSC_02087, new_1965635_1965882_1, SAOUHSC_02089, SAOUHSC_02090","NC_007795",1963362,1968108,"new_1965635_1965882_1,SAOUHSC_02090","NCTC8325_operons","-"
4,"PI:2,mortality:2","TU-U1081","NA, S862, int, S863, truncated-hlb","SAOUHSC_02235, new_2072256_2072468_1, SAOUHSC_02239, new_2074575_2074630_1, SAOUHSC_02240","NC_007795",2071451,2075446,"SAOUHSC_02239,new_2074575_2074630_1,new_2072256_2072468_1,SAOUHSC_02240","NCTC8325_operons","int3,hlb-2"
4,"PI:2,mortality:2","TU-U1259","S1012, hutG, S1011","new_2401142_2401276_-1, SAOUHSC_02610, new_2400095_2400205_-1","NC_007795",2401274,2400137,"SAOUHSC_02610","NCTC8325_operons","hutG"
4,"PI:2,mortality:2","TU-U1375","S1091, sarT, sasG","new_2575518_2575674_-1, SAOUHSC_02799, SAOUHSC_02798","NC_007795",2575674,2574540,"U1375,SAOUHSC_02798","NCTC8325_operons,promoter",""
4,"PI:2,mortality:2","TU-U1380","relP, S1094, NA","SAOUHSC_02811, new_2589558_2589721_-1, SAOUHSC_02810","NC_007795",2590453,2588820,"new_2589558_2589721_-1,SAOUHSC_02810","NCTC8325_operons","-"
4,"PI:2,mortality:2","TU-U1496","S1171, NA","new_2766745_2767105_-1, SAOUHSC_02990","NC_007795",2767105,2759925,"SAOUHSC_02990,new_2766745_2767105_-1","NCTC8325_operons","sasA"
4,"PI:2,GC:2","TU-U218","S171, S172, radA, NA, S173, S174, gltX, S175, S176, cysE, cysS, NA, NA, NA, S177, sigH, S178, S179, secE, nusG, S180, rplK, S181, rplA, S182","new_507910_508021_1, new_508023_508196_1, SAOUHSC_00507, SAOUHSC_00508, new_510630_511036_1, new_511038_511185_1, SAOUHSC_00509, new_512705_512985_1, new_512987_513062_1, SAOUHSC_00510, SAOUHSC_00511, SAOUHSC_00512, SAOUHSC_00513, SAOUHSC_00514, new_516770_516849_1, SAOUHSC_00515, new_517420_517494_1, new_517496_517696_1, SAOUHSC_00516, SAOUHSC_00517, new_518477_518656_1, SAOUHSC_00518, new_519080_519286_1, SAOUHSC_00519, new_519980_520054_1","NC_007795",507910,520031,"SAOUHSC_00511,SAOUHSC_00508,SAOUHSC_00517","NCTC8325_operons","cysS,-,nusG"
4,"PI:2,mortality:2","TU-U400","NA, vwb","SAOUHSC_00813, SAOUHSC_00814","NC_007795",795907,797165,"U400,SAOUHSC_00814","promoter,NCTC8325_operons",",vwb"
4,"PI:2,mortality:2","TU-U401","NA, vwb, S334","SAOUHSC_00813, SAOUHSC_00814, new_797516_797637_1","NC_007795",795941,797590,"U401,SAOUHSC_00814","promoter,NCTC8325_operons",",vwb"
4,"PI:2,mortality:2","TU-U516","atl","SAOUHSC_00994","NC_007795",967899,964079,"SAOUHSC_00994","NCTC8325_operons","atl"
4,"PI:2,mortality:2","TU-U517","S406, atl","new_967901_968090_-1, SAOUHSC_00994","NC_007795",968165,964079,"SAOUHSC_00994","NCTC8325_operons","atl"
4,"PI:2,mortality:2","TU-U572","S446, isdA","new_1045421_1045500_-1, SAOUHSC_01081","NC_007795",1045500,1044353,"U572,new_1045421_1045500_-1,SAOUHSC_01081","NCTC8325_operons,promoter",",isdA"
4,"PI:2,GC:2","TU-U644","S518, truB, ribC, S519, rpsO, S520, pnpA","new_1199318_1199433_1, SAOUHSC_01248, SAOUHSC_01249, new_1201338_1201451_1, SAOUHSC_01250, new_1201769_1202090_1, SAOUHSC_01251","NC_007795",1199318,1204162,"new_1201769_1202090_1,U644,new_1199318_1199433_1,SAOUHSC_01251","NCTC8325_operons,promoter",",pnpA"
4,"PI:2,mortality:2","TU-U658","NA, miaA, hfq, S536","SAOUHSC_01279, SAOUHSC_01280, SAOUHSC_01281, new_1238874_1239036_1","NC_007795",1236700,1238995,"SAOUHSC_01280,SAOUHSC_01279","NCTC8325_operons","miaA,-"
4,"PI:2,mortality:2","TU-U66","NA, S54","SAOUHSC_00167, new_180199_180401_-1","NC_007795",182058,180226,"SAOUHSC_00167,U66","NCTC8325_operons,promoter","-"
4,"PI:2,mortality:2","TU-U730","S595, arlR, arlS, S594","new_1362293_1362553_-1, SAOUHSC_01420, SAOUHSC_01419, new_1360103_1360280_-1","NC_007795",1362613,1360145,"SAOUHSC_01419,new_1362293_1362553_-1","NCTC8325_operons","arlS"
4,"PI:2,GC:2","TU-U744","S607, NA, NA","new_1415064_1415191_-1, SAOUHSC_01455, SAOUHSC_01454","NC_007795",1415189,1410703,"SAOUHSC_01455,SAOUHSC_01454","NCTC8325_operons","dynA,-"
4,"PI:2,mortality:2","TU-U79","fadX, fadE, S65, fadD, S64, fadB, fadA, S63, NA, NA, S61","SAOUHSC_00199, SAOUHSC_00198, new_219119_219229_-1, SAOUHSC_00197, new_217722_217906_-1, SAOUHSC_00196, SAOUHSC_00195, new_214121_214245_-1, SAOUHSC_00194, SAOUHSC_00193, new_212870_213823_-1","NC_007795",222397,212917,"SAOUHSC_00199,U79,SAOUHSC_00198,SAOUHSC_00196","NCTC8325_operons,promoter","fadX,fadE,fadB"
4,"PI:2,GC:2","TU-U83","S69, ldh1, S70, NA, S71","new_228158_228481_1, SAOUHSC_00206, new_229362_229501_1, SAOUHSC_00208, new_229646_230633_1","NC_007795",228156,230521,"SAOUHSC_00206,new_228158_228481_1,new_229646_230633_1","NCTC8325_operons","ldh1,glcC"
4,"PI:2,mortality:2","TU-U87","S73, ispD, NA, S74, NA, S75","new_239650_239968_1, SAOUHSC_00220, SAOUHSC_00221, new_241662_241835_1, SAOUHSC_00222, new_243378_243605_1","NC_007795",239651,243560,"SAOUHSC_00222,SAOUHSC_00221","NCTC8325_operons","tarL',tarJ'"
4,"PI:2,GC:2","TU-U874","S702, engB, S701, hemA, hemX, hemC, hemD, hemB, hemL","new_1677721_1677803_-1, SAOUHSC_01777, new_1676959_1677129_-1, SAOUHSC_01776, SAOUHSC_01775, SAOUHSC_01774, SAOUHSC_01773, SAOUHSC_01772, SAOUHSC_01771","NC_007795",1677803,1670735,"SAOUHSC_01772,new_1677721_1677803_-1","NCTC8325_operons","hemB,engB"
4,"GC:4","TU-U732","S598, NA, murG, NA","new_1365302_1365585_-1, SAOUHSC_01425, SAOUHSC_01424, SAOUHSC_01423","NC_007795",1365585,1363035,"SAOUHSC_01425,SAOUHSC_01423,SAOUHSC_01424","NCTC8325_operons","-,pgpB,murG"
4,"GC:2,mortality:2","TU-U254","vraA, vraB, vraC, NA, S204","SAOUHSC_00557, SAOUHSC_00558, SAOUHSC_00559, SAOUHSC_00560, new_569584_570066_1","NC_007795",566021,569943,"SAOUHSC_00558,SAOUHSC_00557","NCTC8325_operons","vraB,vraA"
4,"GC:2,mortality:2","TU-U500","S403, NA, NA, NA","new_943005_943329_1, SAOUHSC_00968, SAOUHSC_00969, SAOUHSC_00970","NC_007795",942955,946255,"SAOUHSC_00968,SAOUHSC_00970","NCTC8325_operons","-"
4,"GC:2,mortality:2","TU-U544","pdhA, pdhB, S426, pdhC, pdhD, S427, NA","SAOUHSC_01040, SAOUHSC_01041, new_1010501_1010590_1, SAOUHSC_01042, SAOUHSC_01043, new_1013340_1013437_1, SAOUHSC_01044","NC_007795",1008344,1013762,"SAOUHSC_01040,U544,SAOUHSC_01041","NCTC8325_operons,promoter","pdhA,pdhB"
4,"GC:2,mortality:2","TU-U583","NA, S457, S458, NA","SAOUHSC_01110, new_1070867_1072070_1, new_1072072_1072307_1, SAOUHSC_01113","NC_007795",1070492,1072786,"SAOUHSC_01110,new_1070867_1072070_1","NCTC8325_operons","ecb,"
4,"GC:2,mortality:2","TU-U595","S470, psmB1, psmB2, NA, NA, S471, NA","new_1088341_1088442_1, SAOUHSC_01135, SAOUHSC_01136, SAOUHSC_01137, SAOUHSC_01139, new_1090559_1090749_1, SAOUHSC_01141","NC_007795",1088332,1091911,"SAOUHSC_01141,SAOUHSC_01137","NCTC8325_operons","bshC,-"
4,"GC:2,mortality:2","TU-U597","NA, NA, S471, NA","SAOUHSC_01137, SAOUHSC_01139, new_1090559_1090749_1, SAOUHSC_01141","NC_007795",1088866,1091911,"SAOUHSC_01141,SAOUHSC_01137","NCTC8325_operons","bshC,-"
4,"GC:2,mortality:2","TU-U608","lspA, NA, S480, S481, pyrR, S482, pyrP, pyrB, pyrC, carA, carB, S483, pyrF, pyrE, NA, S484, NA, S485","SAOUHSC_01162, SAOUHSC_01163, new_1113203_1113380_1, new_1113382_1113561_1, SAOUHSC_01164, new_1114158_1114346_1, SAOUHSC_01165, SAOUHSC_01166, SAOUHSC_01168, SAOUHSC_01169, SAOUHSC_01170, new_1122124_1122232_1, SAOUHSC_01171, SAOUHSC_01172, SAOUHSC_01173, new_1123797_1124160_1, SAOUHSC_01174, new_1124617_1124840_1","NC_007795",1111750,1124789,"SAOUHSC_01162,SAOUHSC_01170,new_1114158_1114346_1,SAOUHSC_01168,SAOUHSC_01171,new_1123797_1124160_1,new_1113203_1113380_1","NCTC8325_operons","lspA,carB,pyrC,pyrF"
4,"GC:2,mortality:2","TU-U646","S521, rnjB, S522, ftsK, NA, NA, NA, NA, S523, NA, NA, pgsA","new_1204363_1204524_1, SAOUHSC_01252, new_1206097_1206477_1, SAOUHSC_01253, SAOUHSC_01254, SAOUHSC_01255, SAOUHSC_01256, SAOUHSC_01257, new_1212726_1212829_1, SAOUHSC_01258, SAOUHSC_01259, SAOUHSC_01260","NC_007795",1204363,1214668,"SAOUHSC_01254,SAOUHSC_01257,SAOUHSC_01256","NCTC8325_operons","-"
4,"GC:2,mortality:2","TU-U738","NA, NA, cvfC, NA, S601, thyA, S600, dfrA, NA, msrA2, msrB, crr, NA","SAOUHSC_01439, SAOUHSC_01438, SAOUHSC_01437, SAOUHSC_01436, new_1371698_1372034_-1, SAOUHSC_01435, new_1370490_1370688_-1, SAOUHSC_01434, SAOUHSC_01433, SAOUHSC_01432, SAOUHSC_01431, SAOUHSC_01430, SAOUHSC_01429","NC_007795",1374218,1367404,"SAOUHSC_01433,new_1371698_1372034_-1,SAOUHSC_01430,SAOUHSC_01435","NCTC8325_operons","fakB2,crr,thyA"
4,"GC:2,mortality:2","TU-U798","argR, recN, S646, lpdA, bfmBAA, bfmBAB, bmfBB, S645, NA, NA","SAOUHSC_01617, SAOUHSC_01615, new_1539337_1539486_-1, SAOUHSC_01614, SAOUHSC_01613, SAOUHSC_01612, SAOUHSC_01611, new_1534335_1534608_-1, SAOUHSC_01610, SAOUHSC_01609","NC_007795",1541674,1532882,"SAOUHSC_01617,SAOUHSC_01615,SAOUHSC_01613","NCTC8325_operons","argR,recN,bfmBAA"
4,"GC:2,mortality:2","TU-U837","S676, NA, NA, NA, udk, greA","new_1623897_1624070_-1, SAOUHSC_01718, SAOUHSC_01717, SAOUHSC_01716, SAOUHSC_01715, SAOUHSC_01714","NC_007795",1624070,1619786,"SAOUHSC_01715,SAOUHSC_01716,SAOUHSC_01714,new_1623897_1624070_-1","NCTC8325_operons","udk,-,greA"
4,"GC:2,mortality:2","TU-U858","obgE, NA, ruvA, ruvB, queA, tgt, yajC, S692","SAOUHSC_01753, SAOUHSC_01752, SAOUHSC_01751, SAOUHSC_01750, SAOUHSC_01749, SAOUHSC_01748, SAOUHSC_01747, new_1652156_1652296_-1","NC_007795",1658270,1652171,"SAOUHSC_01753,SAOUHSC_01750,SAOUHSC_01748","NCTC8325_operons","obgE,ruvB,tgt"
4,"mortality:4","TU-U1441","S1141, NA, NA, NA, S1140, NA, S1139","new_2673777_2673854_-1, SAOUHSC_02904, SAOUHSC_02903, SAOUHSC_02902, new_2671240_2671336_-1, SAOUHSC_02901, new_2670241_2670348_-1","NC_007795",2673854,2670012,"SAOUHSC_02904,new_2673777_2673854_-1,U1441,SAOUHSC_02901","NCTC8325_operons,promoter","-"
4,"mortality:4","TU-U342","S279, queC, queD, queE","new_704935_705180_-1, SAOUHSC_00721, SAOUHSC_00720, SAOUHSC_00719","NC_007795",705180,703078,"new_704935_705180_-1,SAOUHSC_00721","NCTC8325_operons","queC"
4,"mortality:4","TU-U626","S495, acpP, S496, rnc, S497, smc, ftsY, NA, ffh, S498","new_1151465_1151544_1, SAOUHSC_01201, new_1151798_1151893_1, SAOUHSC_01203, new_1152626_1152771_1, SAOUHSC_01204, SAOUHSC_01205, SAOUHSC_01206, SAOUHSC_01207, new_1159344_1159684_1","NC_007795",1151465,1159673,"SAOUHSC_01204,SAOUHSC_01203,new_1151798_1151893_1,SAOUHSC_01205,SAOUHSC_01206","NCTC8325_operons","smc,rnc,ftsY,-"
4,"mortality:4","TU-U817","S657, NA, NA, dnaG, S656, sigA, NA, NA","new_1579057_1579173_-1, SAOUHSC_01665, SAOUHSC_01664, SAOUHSC_01663, new_1575605_1575827_-1, SAOUHSC_01662, SAOUHSC_01661, SAOUHSC_01660","NC_007795",1579176,1572560,"SAOUHSC_01664,SAOUHSC_01660","NCTC8325_operons","-"
3,"PI:3","TU-U1204","NA, topB, S969, NA","SAOUHSC_02518, SAOUHSC_02517, new_2320256_2320449_-1, SAOUHSC_02516","NC_007795",2322768,2319098,"SAOUHSC_02516,new_2320256_2320449_-1,SAOUHSC_02517","NCTC8325_operons","pbuG,topB"
3,"PI:3","TU-U391","S327, NA, secG, S328, est, rnr, smpB","new_783585_783700_1, SAOUHSC_00800, SAOUHSC_00801, new_784460_784574_1, SAOUHSC_00802, SAOUHSC_00803, SAOUHSC_00804","NC_007795",783585,787917,"SAOUHSC_00803","NCTC8325_operons","rnr"
3,"PI:3","TU-U392","secG, S328, est, rnr, smpB, S329","SAOUHSC_00801, new_784460_784574_1, SAOUHSC_00802, SAOUHSC_00803, SAOUHSC_00804, new_788284_788675_1","NC_007795",784186,788631,"SAOUHSC_00803","NCTC8325_operons","rnr"
3,"PI:3","TU-U51","NA, S44, NA, NA, NA, NA, S45, NA","SAOUHSC_00135, new_141317_141657_1, SAOUHSC_00136, SAOUHSC_00137, SAOUHSC_00138, SAOUHSC_00139, new_145189_145358_1, SAOUHSC_00141","NC_007795",140764,145759,"SAOUHSC_00136,SAOUHSC_00139","NCTC8325_operons","ssuB,-"
3,"PI:3","TU-U537","cydA, cydB, S421, trkA, S422","SAOUHSC_01031, SAOUHSC_01032, new_1003155_1003286_1, SAOUHSC_01034, new_1004123_1004265_1","NC_007795",1000716,1004225,"SAOUHSC_01031,SAOUHSC_01032","NCTC8325_operons","cydA,cydB"
3,"GC:3","TU-U304","NA, S245, NA, S246, NA, S247, S248, NA","SAOUHSC_00659, new_646848_647302_1, SAOUHSC_00660, new_648432_648520_1, SAOUHSC_00661, new_649565_649805_1, new_649807_649892_1, SAOUHSC_00662","NC_007795",646294,650302,"SAOUHSC_00659,SAOUHSC_00660","NCTC8325_operons","-"
3,"mortality:3","TU-U1032","map, S824, NA, NA, vraS, vraR, S823","SAOUHSC_02102, new_1975724_1975891_-1, SAOUHSC_02101, SAOUHSC_02100, SAOUHSC_02099, SAOUHSC_02098, new_1972873_1972961_-1","NC_007795",1976737,1972910,"SAOUHSC_02098,SAOUHSC_02100,SAOUHSC_02102","NCTC8325_operons","vraR,vraT,map"
3,"mortality:3","TU-U1034","S826, NA, map, S824, NA, NA, vraS, vraR","new_1976961_1977177_-1, SAOUHSC_A02013, SAOUHSC_02102, new_1975724_1975891_-1, SAOUHSC_02101, SAOUHSC_02100, SAOUHSC_02099, SAOUHSC_02098","NC_007795",1977177,1972927,"SAOUHSC_02098,SAOUHSC_02100,SAOUHSC_02102","NCTC8325_operons","vraR,vraT,map"
3,"mortality:3","TU-U115","nanA","SAOUHSC_00295","NC_007795",309613,309511,"SAOUHSC_00295","NCTC8325_operons","nanA"
3,"mortality:3","TU-U124","mepR, S99, mepA","SAOUHSC_00314, new_329258_329363_1, SAOUHSC_00315","NC_007795",328797,330362,"U124,SAOUHSC_00314,SAOUHSC_00315","NCTC8325_operons,promoter","mepR,mepA"
3,"mortality:3","TU-U1342","NA, S1062, NA, NA","SAOUHSC_02740, new_2518833_2519027_-1, SAOUHSC_02739, SAOUHSC_02737","NC_007795",2520488,2517012,"U1342,SAOUHSC_02737","NCTC8325_operons,promoter","-"
3,"mortality:3","TU-U1439","S1137, NA, NA, NA","new_2666860_2666935_-1, SAOUHSC_02896, SAOUHSC_02895, SAOUHSC_02894","NC_007795",2666936,2665320,"SAOUHSC_02894,SAOUHSC_02896,SAOUHSC_02895","NCTC8325_operons","-"
3,"mortality:3","TU-U227","NA, S187, rpsL, rpsG, S188, fusA, S189, tuf","SAOUHSC_00526, new_529863_529959_1, SAOUHSC_00527, SAOUHSC_00528, new_530910_531031_1, SAOUHSC_00529, new_533114_533329_1, SAOUHSC_00530","NC_007795",529554,534549,"SAOUHSC_00529,U227","NCTC8325_operons,promoter","fusA"
